example_id,o_tract_fips,d_tract_fips,path_order,first_raw_position,path_occurrences,screenline_id,tract_a,tract_b,screenline_color,shared_boundary_m,is_validation_candidate,is_in_cached_validation_path,mapped_mdot_station_ids,mapped_fhwa_station_ids
81,24027602304,24027602201,1,1,1,24027602303__24027602304,24027602303,24027602304,#1f77b4,5149.863996112261,True,True,S2005130023;S2008130015,
81,24027602304,24027602201,2,2,1,24027602201__24027602303,24027602201,24027602303,#ff7f0e,2860.7178000715658,True,True,B130079;B2518,
82,24027606901,24027601204,1,1,1,24027601203__24027606901,24027601203,24027606901,#1f77b4,3373.4095991827962,True,True,B2561;B2562,
82,24027606901,24027601204,2,2,1,24027601203__24027601204,24027601203,24027601204,#ff7f0e,3032.953265423916,True,True,B130057;B2542;S1998130101;S2001130013;S2001130016;S2004130002;S2004130003;S2004130004;S2004130005,
83,24510271501,24510130806,1,1,1,24510130805__24510271501,24510130805,24510271501,#1f77b4,1064.1531692624994,True,True,B240078;S2010240100;S2010240103,
83,24510271501,24510130806,2,2,1,24510130805__24510130806,24510130805,24510130806,#ff7f0e,1100.5163976639085,True,True,B240192;S2006240025;S2010240108;S2010240111,
84,24510170200,24510110200,1,1,1,24510170100__24510170200,24510170100,24510170200,#1f77b4,762.9345022832576,True,True,B240188;B240190,
84,24510170200,24510110200,2,2,1,24510110200__24510170100,24510110200,24510170100,#ff7f0e,759.2139396299608,True,True,B240188;B240190,
85,24021751904,24021751801,1,1,1,24021751901__24021751904,24021751901,24021751904,#1f77b4,2456.5485304161507,True,True,S2007100024;S2017100227,
85,24021751904,24021751801,2,2,1,24021751801__24021751901,24021751801,24021751901,#ff7f0e,5296.744922848651,True,True,S2011100685,
86,24043011100,24043011202,1,1,1,24043011100__24043011201,24043011100,24043011201,#1f77b4,4848.374247297836,True,True,B210006;B210007;B210025,
86,24043011100,24043011202,2,2,1,24043011201__24043011202,24043011201,24043011202,#ff7f0e,10221.168033826647,True,True,B4032;S2011210331,
