scenario,activity_pair,vehicle_trips,share
synthetic,4 -> 12,12.0,5.5044760575838e-05
synthetic,4 -> 18,12.0,5.5044760575838e-05
synthetic,5 -> 15,12.0,5.5044760575838e-05
synthetic,6 -> 15,12.0,5.5044760575838e-05
synthetic,6 -> 18,12.0,5.5044760575838e-05
synthetic,7 -> 4,12.0,5.5044760575838e-05
synthetic,8 -> 15,12.0,5.5044760575838e-05
synthetic,8 -> 18,12.0,5.5044760575838e-05
synthetic,9 -> 12,12.0,5.5044760575838e-05
synthetic,9 -> 3,12.0,5.5044760575838e-05
synthetic,16 -> 15,9.0,4.1283570431878495e-05
synthetic,12 -> 11,6.0,2.7522380287919e-05
synthetic,14 -> 10,6.0,2.7522380287919e-05
synthetic,14 -> 4,6.0,2.7522380287919e-05
synthetic,15 -> 15,6.0,2.7522380287919e-05
synthetic,15 -> 16,6.0,2.7522380287919e-05
synthetic,15 -> 18,6.0,2.7522380287919e-05
synthetic,16 -> 17,6.0,2.7522380287919e-05
synthetic,17 -> 1,6.0,2.7522380287919e-05
synthetic,17 -> 2,6.0,2.7522380287919e-05
synthetic,8 -> 12,6.0,2.7522380287919e-05
synthetic,11 -> 14,3.99999996,1.8348253341796795e-05
synthetic,14 -> 12,3.99999996,1.8348253341796795e-05
synthetic,9 -> 14,3.99999996,1.8348253341796795e-05
synthetic,17 -> 7,2.00000004,9.174126946122202e-06
