scenario,source_row,o_tpb_taz,d_tpb_taz,o_activity,d_activity,departure_time_min,travel_mode,vehicle_occupancy,person_weight,vehicle_weight_unscaled,vehicle_weight
real,110451,523,69,1,2,750,4,1,463.00000000,463.00000000,32.97521007
real,110452,69,523,2,1,1305,4,1,463.00000000,463.00000000,32.97521007
real,110453,523,739,1,10,645,4,1,463.00000000,463.00000000,32.97521007
real,110454,739,523,10,1,735,4,1,463.00000000,463.00000000,32.97521007
real,110455,523,525,1,14,1065,4,4,463.00000000,115.75000000,8.24380252
real,110456,525,524,14,7,1175,4,4,463.00000000,115.75000000,8.24380252
real,110457,524,523,7,1,1210,4,4,463.00000000,115.75000000,8.24380252
real,110467,1623,1800,1,7,755,4,1,206.00000000,206.00000000,14.67147575
real,110468,1800,1634,7,10,870,4,1,206.00000000,206.00000000,14.67147575
real,110469,1634,1623,10,1,990,4,1,206.00000000,206.00000000,14.67147575
real,110470,1267,1272,1,4,495,4,1,113.00000000,113.00000000,8.04794544
real,110471,1272,1267,4,1,950,4,1,113.00000000,113.00000000,8.04794544
