count_id,observed_volume,lon,lat,source_observed_column,route_id,road_name,county,station_desc,location_id,object_id
S2010160121,7143.00000000,-76.90569834,38.96270624,AADT,16000RP00295  02SSMD5         08,Ramp 8 Fr Md 295 Sb To Md 410,Prince George's,Exit 5 Ramp 8 Fr Md 295 Sb To Md 410,S2010160121,6810
S2012030153,3721.00000000,-76.58112971,39.37465640,AADT,03000CO01300  01EE**************,Regester Ave,Baltimore,Regester Ave - Between Md 542 & Loch Hill Rd,S2012030153,6811
S2010100078,411.00000000,-77.41054503,39.63607615,AADT,10000RP00015  02SSUS30        08,Ramp 8 Fr Us 15 Sb To Md 550 Nb,Frederick,Exit 30 Ramp 8 Fr Us 15 Sb To Md 550 Nb ,S2010100078,6812
S2014220345,1555.00000000,-75.60961879,38.36905349,AADT,22133MU00760  01SS**************,Delaware Ave,Wicomico,Delaware Ave - .10 Mile North Of Us 50bu,S2014220345,6813
S1999030050,7961.00000000,-76.74485371,39.34789084,AADT,03000RP00695  02EEIS18        03,Ramp 3 Fr Md 26 Eb To Is 695 Nb,Baltimore,Exit 18 Ramp 3 Fr Md 26 Eb To Ramp 9 (to Is 695 Nb),S1999030050,6814
S1999030079,4121.00000000,-76.72302752,39.39050079,AADT,03000RP00695  02WWIS21        01,Ramp 1 Fr Md 129 Nb To Ramp 8 (to Is695),Baltimore,Exit 21 Ramp 1 Fr Md 129 Nb To Ramp 8 (to Is 695 Wb),S1999030079,6815
B150092,4002.00000000,-77.29909903,39.21267492,AADT,15000MD00121  01NN**************,Clarksburg Rd,Montgomery,Md121-.10 Mi S Of West Old Baltimore Rd,B150092,6816
B150016,10212.00000000,-77.17763441,39.05566723,AADT,15000CO00144  01EE**************,Montrose Rd,Montgomery,Montrose Rd-.10 Mi E Of Md189,B150016,6817
B0943,19041.00000000,-76.82956837,39.48233103,AADT,03000MD00030  01NN**************,Hanover Pike,Baltimore,Md30-.50 Mi N Of Md128,B0943,6818
S2004020052,7683.00000000,-76.49180333,39.01521207,AADT,02000RP00050  02WWUS27        02,Ramp 2 Fr Us 50 Wb To Md 2 Nb,Anne Arundel,Exit 27 Ramp 2 Fr Us 50 Wb To Md 2 Nb,S2004020052,6819
S2009030121,7284.00000000,-76.60446332,39.40180647,AADT,03000CO01364  01EE**************,Allegheny Ave,Baltimore,Allegheny Ave - West Of Md 45 (towson Roundabout),S2009030121,6820
B100007,3474.00000000,-77.39418791,39.48160867,AADT,10000CO00475  01EE**************,Biggs Ford Rd,Frederick,Biggs Ford Rd-.10 Mi E Of Us15,B100007,6821
B2516,2722.00000000,-76.94074962,39.20173390,AADT,13000CO02964  01EE**************,Guilford Rd,Howard,Guilford Rd-.20 Mi E Of Md108,B2516,6822
B210058,1435.00000000,-77.65044693,39.50697763,AADT,21012MU00160  01EE**************,St Paul St                              ,Washington,St Paul St-.10 Mi E Of Us40al,B210058,6823
S2011020862,3512.00000000,-76.73916081,39.17309711,AADT,02000CO00940  01SS**************,Faulkner Rd                             ,Anne Arundel,Faulkner Rd - .10 Mile South Of Md 103,S2011020862,6824
S1998030088,1091.00000000,-76.57879428,39.41041959,AADT,03000RP00695  02EEIS28        02,Ramp 2 Fr Ramp 7(is695) To Providence Rd,Baltimore,Exit 28 Ramp 2 Fr Ramp 7 (fr Is 695 Wb) To Providence Rd Nb,S1998030088,6825
B240192,19522.00000000,-76.65474211,39.34200708,AADT,24999MU02100  01EE**************,W Cold Spring La,Baltimore City,Cold Spring La -.20 Mi E Of Greenspring Ave,B240192,6826
S2012150696,13911.00000000,-77.16131786,39.03231360,AADT,15000CO00148  01NN**************,Seven Locks Rd,Montgomery,Seven Locks Rd - .10 Mile South Of Bells Mill Rd,S2012150696,6827
S2017100234,1882.00000000,-77.25376869,39.42133283,AADT,10000CO02123  01NN**************,New London Rd,Frederick,New London Rd - .10 Mile South Of Md 75,S2017100234,6828
S1999100029,8470.00000000,-77.53202156,39.36153502,AADT,10000CO00281  01WW**************,Lander Rd,Frederick,Lander Rd - 50ft East Of Md 180/holter Rd,S1999100029,6829
S2012150981,6651.00000000,-77.02200518,38.98345599,AADT,15143MU00455  01EE**************,Fenton St,Montgomery,Fenton St - .10 Mi West Of Takoma Ave,S2012150981,6830
S2010100034,313.00000000,-77.41577804,39.62469176,AADT,10000RP00015  02WWUS29        02,Ramp 2 Fr Md 77 Wb To Us 15 Nb,Frederick,Exit 29 Ramp 2 Fr Md 77 Wb To Us 15 Nb,S2010100034,6831
S2011030974,1921.00000000,-76.80362928,39.38456921,AADT,03000CO02291  01NN**************,Tulsemere Rd,Baltimore,Tulsemere Rd - Between Winands Rd & Joville Ct,S2011030974,6832
S2011160017,6100.00000000,-77.01769758,38.79634409,AADT,16000RP00095  02SSIS2         09,Ramp 9 Fr Is 295 Sb To Natl Harbor Blvd,Prince George's,Exit 2 Ramp 9 Fr Is 295 Sb To National Harbor Blvd,S2011160017,6833
B3972,38721.00000000,-77.92849964,39.64973149,AADT,21000IS00070  01EE**************,Eisenhower Memorial Hwy,Washington,Is70-.30 Mi W Of Md68,B3972,6834
B2621,2380.00000000,-75.83158777,39.35797909,AADT,14000MD00290  01NN**************,Galena Sassafras Rd,Kent,Md290-1.0 Mi S Of Us301,B2621,6835
B110002,19661.00000000,-79.06659885,39.68267393,AADT,11000IS00068  01EE**************,National Freeway,Garrett,Is68-.60 Mi E Of Lower New Germany Rd,B110002,6836
B1800,1311.00000000,-75.93263115,38.60310940,AADT,09000MD00014  01EE**************,Secretary East New Market Rd,Dorchester,Md14-.50 Mi W Of Md16,B1800,6837
B3514,7085.00000000,-75.99288121,39.13811537,AADT,17000MD00213  01NN**************,Church Hill Rd,Queen Anne's,Md213-.50 Mi S Of Southeast Creek Rd,B3514,6838
S2017030286,2552.00000000,-76.61611629,39.45474842,AADT,03000CO00815  01NN**************,Hartfell Rd,Baltimore,Hartfell Rd - .05 Mile South Of Padonia Rd E,S2017030286,6839
S2010130076,223.00000000,-76.85893768,39.17785173,AADT,13000RP00032  02EEMD15        08,Ramp 8 Fr Shaker Dr To Ramp 1 (to Md32),Howard,Exit 15 Ramp 8 Fr Shaker Dr Sb To Ramp 1 (to Md 32 Wb),S2010130076,6840
S2010010073,343.00000000,-78.32661691,39.70575813,AADT,01000RP00068  02NNIS72        02,Ramp 2 Fr Is 68 Wb To Md 948y Nb,Allegany,Exit 72 Ramp 2 Fr Is 68 Wb To Md 948y Nb,S2010010073,6841
S2010020040,1630.00000000,-76.77431661,39.10868664,AADT,02000RP00032  02NNMD10B       04,Ramp 4 Fr Md 32 Nb To Canine Rd Wb,Anne Arundel,Exit 10b Ramp 4 Fr Md 32 Nb To Canine Rd Eb ,S2010020040,6842
S2017150255,2902.00000000,-77.05508891,39.02901833,AADT,15000CO01583  01SS**************,Brunswick Ave,Montgomery,Brunswick Ave - .05 Mile South Of Plyers Mill Rd,S2017150255,6843
B3504,5180.00000000,-75.97858647,39.13705577,AADT,17000MD00019  01EE**************,Walnut St,Queen Anne's,Md19-.50 Mi W Of Md405,B3504,6844
S1999210013,2915.00000000,-77.81471172,39.58908900,AADT,21000RP00081  02WWIS1         02,Ramp 2 Fr Is 81 Wb To Md 68 Nb,Washington,Exit 1 Ramp 2 Fr Is 81 Sb To Md 68 Wb (includes Ramp7),S1999210013,6845
B0635,11461.00000000,-76.62410302,39.16630627,AADT,02000MD00003BU01NN**************,Crain Hwy,Anne Arundel,Md3bu-.10 Mi N Of Md648e (balto Annapolis Blvd),B0635,6846
B010015,1012.00000000,-78.92938107,39.64078695,AADT,01000CO00699  01NN**************,Welsh Hill Rd,Allegany,Welsh Hill Rd-.10 Mi N Of Md936,B010015,6847
B2832,27871.00000000,-77.04998636,39.04150925,AADT,15000MD00193  01EE**************,University Blvd W,Montgomery,Md193-.10 Mi E Of Md97,B2832,6848
B1328,6602.00000000,-76.54560367,38.55742174,AADT,04000MD00402  01EE**************,Dares Beach Rd,Calvert,Md402-.30 Mi W Of Wilson Rd,B1328,6849
S2012150698,19591.00000000,-77.16409877,39.05117457,AADT,15000CO00148  01NN**************,Seven Locks Rd,Montgomery,Seven Locks Rd - Between Fontaine St & Postoak Rd,S2012150698,6850
B030116,2552.00000000,-76.81568127,39.47510319,AADT,03000CO00453  01SS**************,Central Ave,Baltimore,Central Ave-.10 Mi S Of Md128,B030116,6851
S2011120659,2302.00000000,-76.16372999,39.52001249,AADT,12001MU00960  01NN**************,Mt Royal Ave,Harford,Mt Royal Ave Between Md 22 & Farm Rd,S2011120659,6852
S2010120012,822.00000000,-76.41487205,39.72109308,AADT,12000CO00106  01NN**************,Constitution Rd,Harford,Constitution Rd - .01 Mile South Of Pennsylvania State Line,S2010120012,6853
B2376,15561.00000000,-76.10703836,39.56107964,AADT,12000MD00155  01EE**************,Superior St,Harford,Md155-.70 Mi W Of Us40,B2376,6854
B0797,56680.00000000,-76.76138737,39.09338050,AADT,02000MD00032  01NN**************,Mapes Rd,Anne Arundel,Md32-.30 Mi N Of Md198,B0797,6855
S2005020027,3972.00000000,-76.60079164,39.20686622,AADT,02000RP00010  02WWMD7         07,Ramp 7 Fr Md 695 Wb To Md 10 Sb,Anne Arundel,Exit 7 Ramp 7 Fr Md 695 Wb To Md 10 Sb,S2005020027,6856
S1998210014,4113.00000000,-77.75002263,39.65174245,AADT,21000RP00081  02EEIS6         04,Ramp 4 Fr Is 81 Nb To Us 40 Eb,Washington,Exit 6 Ramp 4 Fr Is 81 Nb To Us 40 Eb,S1998210014,6857
B1482,22872.00000000,-75.81449141,38.89280595,AADT,05000MD00404  01EE**************,Shore Hwy,Caroline,Md404-.30 Mi E Of Md313/md619,B1482,6858
S2004020029,922.00000000,-76.41260846,39.01866358,AADT,02000RP00050  02SSUS32        06,Ramp 6 Fr Us 50 Eb To Md 908d Sb,Anne Arundel,Exit 32 Ramp 6 Fr Us 50 Eb To Md 908d ,S2004020029,6859
S2018160235,18471.00000000,-76.87863700,38.94030751,AADT,16000MD00410  01EE**************,Veterans Pkwy,Prince George's,Md 410 - .20 Mile West Of Pennsy Dr,S2018160235,6860
S2005130087,3580.00000000,-76.87342284,39.18263787,AADT,13000RP00032  02EEMD16        01,Ramp 1 Fr Us 29 Nb To Md 32 Wb,Howard,Exit 16 Ramp 1 Fr Us 29 Nb To Md 32 Wb,S2005130087,6861
S2012150789,331.00000000,-77.11851869,38.94623365,AADT,15000CO01234  01SS**************,Brookes La                              ,Montgomery,Brookes La - Between Sangamore Rd & Locust La,S2012150789,6862
B4124,8163.00000000,-75.55806213,38.37379642,AADT,22000MD00346  01EE**************,Old Ocean City Rd,Wicomico,Md346-.20 Mi W Of Phillip Morris Dr/parker Rd,B4124,6863
B210018,2271.00000000,-77.74919706,39.61715606,AADT,21000CO00790  01SS**************,Oak Ridge Dr,Washington,Oak Ridge Dr-.40 Mi E Of Halfway Blvd,B210018,6864
S1998120069,3910.00000000,-76.30731555,39.45883347,AADT,12000RP00095  02WWIS77        02,Ramp 2 Fr Is 95 Wb To Md 24 Nb,Harford,Exit 77 Ramp 2 Fr Is 95 Wb To Md 24 Nb,S1998120069,6865
S2012150772,2461.00000000,-77.12097026,39.00258167,AADT,15000CO01009  01SS**************,Lindale Dr                              ,Montgomery,Lindale Dr - Between Bradmoor Dr & Sonoma Rd,S2012150772,6866
S2001020065,3704.00000000,-76.68755821,39.14805525,AADT,02000RP00100  02EEMD11        06,Ramp 6 Fr Ramp 3 (fr Md100 Eb) To Md 170,Anne Arundel,Exit 11 Ramp 6 Fr Ramp 3 (fr Md 100 Eb) To Md 170 Sb         ,S2001020065,6867
S2004020002,2143.00000000,-76.73886854,39.17820867,AADT,02000RP00100  02NNMD8         01,Ramp 1 Fr Md 100m Nb To Md 100 Wb,Anne Arundel,Exit 8 Ramp 1 Fr Md 100m Nb To Md 100 Wb,S2004020002,6868
S2001030107,10780.00000000,-76.63500727,39.43911102,AADT,03000RP00083  02NNIS16        07,Ramp 7 Fr Timonium Rd Wb To Is 83 Sb,Baltimore,Exit 16 Ramp 7 Fr Timonium Rd Wb To Is 83 Sb,S2001030107,6869
B1473,3071.00000000,-75.74965404,39.11188851,AADT,05000MD00311  01NN**************,Henderson Rd,Caroline,Md311-.20 Mi S Of Md454,B1473,6870
S1997160087,5061.00000000,-76.85289668,38.91859798,AADT,16000RP00095  02SSIS17        08,Ramp 8 Fr Is 95 Sb To Md 202 Wb,Prince George's,Exit 17 Ramp 8 Fr Is 95 Sb To Md 202 Wb,S1997160087,6871
S2004160032,18250.00000000,-76.93117239,38.91889472,AADT,16000RP00050  02SSUS1         09,Ramp 9 Fr Md 459 Sb To Us 50 Wb,Prince George's,Exit 1 Ramp 9 Fr Md 459 To Us 50 Wb,S2004160032,6872
B240127,24312.00000000,-76.65922553,39.25560939,AADT,24999MU00100  01WW**************,W Patapsco Ave,Baltimore City,Patapsco Ave-.30 Mi E Of Washington Blvd ,B240127,6873
S2011020769,3192.00000000,-76.50728896,38.98136425,AADT,02003MU00520  01WW**************,Cedar Park Rd                           ,Anne Arundel,Cedar Park Rd - .10 Mile West Of Md 435,S2011020769,6874
B3267,37933.00000000,-76.91843563,38.96010759,AADT,16000MD00410  01EE**************,East West Hwy,Prince George's,Md410-between Md201 & 58th Ave,B3267,6875
B240196,5410.00000000,-76.66751543,39.33380043,AADT,24999MU00010  01WW**************,Wabash Ave,Baltimore City,Wabash Ave-.10 Mi W Of Hilton Rd (one Way),B240196,6876
S2015150152,72312.00000000,-77.20269134,39.11977252,AADT,15000IS00370  01EE**************,No Name,Montgomery,Is 370 - Between Is 270 & Washingtonian Blvd,S2015150152,6877
S2012021531,2091.00000000,-76.75773300,39.14340218,AADT,02000CO05768  01SS**************,Race Rd,Anne Arundel,Race Rd -.10 Mi North Of Md 175,S2012021531,6878
B160131,22202.00000000,-76.86654835,39.07590663,AADT,16000CO00006  01WW**************,Contee Rd,Prince George's,Contee Rd-.10 Mi E Of Us1,B160131,6879
B1346,4752.00000000,-76.46457253,38.33024550,AADT,04000CO01090  01NN**************,Solomons Island Rd S                    ,Calvert,Solomons Island Rd S-.10 Mi N Of Langley La,B1346,6880
S2012161096,10931.00000000,-76.89356440,38.97193715,AADT,16000CO00299  01SS**************,Auburn Ave                              ,Prince George's,Auburn Ave - Between Good Luck Rd & Chestnut Ave,S2012161096,6881
S2004020085,3773.00000000,-76.54947968,38.97919080,AADT,02000RP00665  02NNMD1         03,Ramp 3 Fr Md 665 Eb To Riva Rd Nb,Anne Arundel,Exit 1 Ramp 3 Fr Md 665 Eb To Riva Rd Nb,S2004020085,6882
S2011120690,4532.00000000,-76.35611315,39.52897420,AADT,12007MU00060  01WW**************,Boulton St,Harford,Boulton St -.10 Mile East Of Md 24,S2011120690,6883
S2004020086,4303.00000000,-76.54898741,38.97883758,AADT,02000RP00665  02EEMD1         04,Ramp 4 Fr Riva Rd Nb To Md 665 Eb,Anne Arundel,Exit 1 Ramp 4 Fr Riva Rd Nb To Md 665 Eb,S2004020086,6884
B100050,1970.00000000,-77.45945184,39.48060433,AADT,10000CO00134  01NN**************,Bethel Rd,Frederick,Bethel Rd-.10 Mi N Of Yellow Springs Rd,B100050,6885
S2004130005,843.00000000,-76.74752927,39.18393625,AADT,13000RP00100  02NNMD7         08,Ramp 8 Fr Md 100l Sb To Md 100 Wb,Howard,Exit 7 Ramp 8 Fr Md 100l Sb To Md 100 Wb,S2004130005,6886
S2012150780,781.00000000,-77.05548524,39.05537697,AADT,15000CO01151  01SS**************,Judson Rd,Montgomery,Judson Rd - Between Randolph Rd & Newton St,S2012150780,6887
S2010150042,8563.00000000,-76.92524833,39.12413011,AADT,15000RP00029  02SSUS11B       08,Ramp 8 Fr Us 29 Sb To Dustin Rd,Montgomery,Exit 11b Ramp 8 Fr Us 29 Sb To Dustin Rd,S2010150042,6888
S2010010013,1310.00000000,-78.78971494,39.64495503,AADT,01000RP00068  02WWIS42        08,Ramp 8 Fr Greene St Sb To Is 68 Wb,Allegany,Exit 42 Ramp 8 Fr Greene St Sb To Is 68 Wb ,S2010010013,6889
B100071,4614.00000000,-77.44136222,39.45811753,AADT,10000CO01410  01SS**************,Christophers Crossing,Frederick,Christophers Crossing-.10 Mi S Of Yellow Springs Rd,B100071,6890
B0671,9191.00000000,-76.52494034,39.14009005,AADT,02000MD00173  01NN**************,Fort Smallwood Rd,Anne Arundel,Md173-.10 Mi S Of Edwin Raynor Blvd,B0671,6891
B010063,30.00000000,-78.52235835,39.69521235,AADT,01000MD00144AE01EE**************,Gilpin Rd,Allegany,Md144ae-.10 Mi W Of Md144,B010063,6892
B230010,3444.00000000,-75.39876982,38.17424443,AADT,23000US00113BU01NN**************,Market St,Worcester,Us113bu-.20 Mi S Of Md12 (church St),B230010,6893
S2010210060,1253.00000000,-77.75190535,39.60880627,AADT,21000RP00070  02EEIS28        08,Ramp 8 Fr Md 632 Sb To Ramp 1 (to Is 70),Washington,Exit 28 Ramp 8 Fr Md 632 Sb To Ramp 1 (to Is 70 Wb),S2010210060,6894
S2010020166,3601.00000000,-76.66450519,39.22717691,AADT,02000RP00695  02EEIS8         07,Ramp 7 Fr Hammonds Ferry Rd To Is 695 Sb,Anne Arundel,Exit 8 Ramp 7 Fr Hammonds Ferry Rd Wb To Is 695 Sb ,S2010020166,6895
B130087,4502.00000000,-76.80145663,39.27012679,AADT,13000CO00174  01NN**************,Ellicott Mills Dr,Howard,Ellicott Mills Dr-.10 Mi N Of Main St,B130087,6896
S1999160112,6870.00000000,-76.88961834,39.10208290,AADT,16000RP00095  02SSIS33        08,Ramp 8 Fr Is 95 Sb To Md 198 Wb,Prince George's,Exit 33 Ramp 8 Fr Is 95 Sb To Md 198 Wb,S1999160112,6897
S2000030145,3031.00000000,-76.60874131,39.41238544,AADT,03000RP00695  02NNIS26        04,Ramp 4 Fr Md 45 Nb To Is 695 Eb,Baltimore,Exit 26 Ramp 4 Fr Md 45 Nb To Is 695 Eb,S2000030145,6898
S2011060513,4412.00000000,-77.02165906,39.54252183,AADT,06000CO00299  01EE**************,Chapel Rd,Carroll,Chapel Rd -.20 Mi W Of Md 27,S2011060513,6899
S2012030061,7271.00000000,-76.43987120,39.30324127,AADT,03000CO04967  01SS**************,Back River Neck Rd,Baltimore,Back River Neck Rd - .10 Mile South Of Middleborough Rd/hilltop Rd,S2012030061,6900
B2804,42252.00000000,-77.11771520,39.01369032,AADT,15000MD00187  01NN**************,Old Georgetown Rd,Montgomery,Md187-.15 Mi S Of Is495,B2804,6901
S1999030085,5401.00000000,-76.73473763,39.38468355,AADT,03000RP00695  02SSIS20        01,Ramp 1 Fr Md 140 Nb To Ramp 8 (to Is695),Baltimore,Exit 20 Ramp 1 Fr Md 140 Nb To Ramp 8 (to Is 695 Wb),S1999030085,6902
S2005020035,4161.00000000,-76.71894885,39.09422018,AADT,02000RP00032  02WWMD6         02,Ramp 2 Fr Md 32 Wb To Md 175 Nb,Anne Arundel,Exit 6 Ramp 2 Fr Md 32 Wb To Md 175 Nb,S2005020035,6903
B3191,56741.00000000,-76.85731527,38.91736839,AADT,16000MD00202  01NN**************,Landover Rd,Prince George's,Md202-.30 Mi N Of Is95,B3191,6904
B120001,3392.00000000,-76.43831045,39.54718227,AADT,12000CO00056  01SS**************,Pleasantville Rd,Harford,Pleasantville Rd-.50 Mi N Of Oakmont Rd,B120001,6905
S2007150040,551.00000000,-77.32455556,39.27737156,AADT,15000RP00270  02SSIS22        05,Ramp 5 Fr Is 270 Sb To Md 109 Eb,Montgomery,Exit 22 Ramp 5 Fr Is 270 Sb To Md 109 Eb ,S2007150040,6906
B1050,18083.00000000,-76.54338763,39.37315943,AADT,03000MD00147  01NN**************,Harford Rd,Baltimore,Md147-.10 Mi N Of Balto City Line,B1050,6907
S2017100220,7072.00000000,-77.41988294,39.37822694,AADT,10000CO01355  01WW**************,Corporate Dr,Frederick,Corporate Dr - .10 Mile East Of New Design Rd,S2017100220,6908
S1998130118,11510.00000000,-76.81803173,39.27656639,AADT,13000RP00029  02SSUS24        06,Ramp 6 Fr Ramp 3 (fr Us 40) To Ramp 7,Howard,Exit 24 Ramp 6 Fr Ramp 3 (fr Us 40 Eb) To Ramp 7 (to Us 29 Sb),S1998130118,6909
S2000160431,2590.00000000,-76.71785765,38.96562518,AADT,16000RP00003  02SSMD1         08,Ramp 8 Fr Md 3 Sb To Md 3e Wb,Prince George's,Exit 1 Ramp 8 Fr Md 3 Sb To Md 3e ,S2000160431,6910
B160023,1762.00000000,-76.80220401,38.99825510,AADT,16000CO03641  01NN**************,Springfield Rd,Prince George's,Springfield Rd-.10 Mi N Of Md564,B160023,6911
B0644,120211.00000000,-76.54243142,38.98452510,AADT,02000IS00595  01EE**************,John Hanson Hwy,Anne Arundel,Is595-.40 Mi W Of Md2 (south),B0644,6912
B4245,3474.00000000,-75.56537885,38.07329003,AADT,23000US00013BU01NN**************,Market St,Worcester,Us13bu-.20 Mi S Of 2nd St,B4245,6913
P0033,19352.00000000,-78.49374265,39.68245022,AADT,01000IS00068  01EE**************,National Freeway,Allegany,Is 68 - 1.22 Miles East Of Old Cumberland Rd (atr#33),P0033,6914
B2104,3520.00000000,-79.10920516,39.69501624,AADT,11000US00040AL01EE**************,National Pike,Garrett,Us40al-.50 Mi W Of Us219,B2104,6915
S2009030072,18271.00000000,-76.48546923,39.35489404,AADT,03000CO04458  01EE**************,Rossville Blvd,Baltimore,Rossville Blvd - .10 Mile East Of Is 95,S2009030072,6916
S2002240005,4575.00000000,-76.65073727,39.27106905,AADT,24000RP00095  02EEIS51        06,Ramp 6 Fr Is 95 Nb To Washington Blvd,Baltimore City,Exit 51 Ramp 6 Fr Is 95 Nb To Washington Blvd,S2002240005,6917
S2010020162,2823.00000000,-76.64133602,39.20492944,AADT,02000RP00695  02EEIS5         05,Ramp 5 Fr Md 648e To Ramp 4 (to Is695),Anne Arundel,Exit 5 Ramp 5 Fr Md 648e Sb To Ramp 4 (to Is 695 Eb) ,S2010020162,6918
S2002030039,3403.00000000,-76.51209212,39.37023951,AADT,03000RP00695  02WWIS32        01,Ramp 1 Fr Us 1 Nb To Is 695 Wb,Baltimore,Exit 32 Ramp 1 Fr Us 1 Nb To Is 695 Wb (ne) ,S2002030039,6919
B150049,28932.00000000,-77.03071597,38.99441063,AADT,15000MD00384  01EE**************,Colesville Rd,Montgomery,Md384-.10 Mi E Of Md410,B150049,6920
B060059,9540.00000000,-76.98633791,39.57405336,AADT,06155MU00075  01WW**************,Center St,Carroll,Center St-.10 Mi W Of Md140,B060059,6921
B240129,19812.00000000,-76.61120233,39.23828036,AADT,24000MD00002  01NN**************,Potee St,Baltimore City,Md2-.05 Mi S Of Md173 ,B240129,6922
S2012161163,9101.00000000,-76.92006856,38.85215759,AADT,16000CO02828  01NN**************,Brooks Dr,Prince George's,Brooks Dr - Between Md 458 & Huron Ave,S2012161163,6923
S2006030065,11602.00000000,-76.63507262,39.41854991,AADT,03000RP00695  02EEIS25        03,Ramp 3 Fr Is 695 Eb To Md 139,Baltimore,Exit 25 Ramp 3 Fr Is 695 Eb To Md 139 Nb (west Of Ramp 9),S2006030065,6924
B4044,72571.00000000,-77.75404308,39.64886441,AADT,21000IS00081  01NN**************,Maryland Veterans Memorial Hwy,Washington,Is81-.40 Mi S Of Us40,B4044,6925
B2967,187481.00000000,-77.21377832,39.14366565,AADT,15000IS00270  01NN**************,Eisenhower Memorial Hwy,Montgomery,Is270-.30 Mi S Of Md124,B2967,6926
S2009230009,3802.00000000,-75.20227863,38.39102996,AADT,23000RP00113  02NNUS32        02,Ramp 2 Fr Md 589 Wb To Us 113 Nb,Worcester,Exit 32 Ramp 2 Fr Md 589 Wb To Us 113 Nb ,S2009230009,6927
B1610,25401.00000000,-75.95380529,39.60624318,AADT,07000US00040  01EE**************,Pulaski Hwy,Cecil,Us40-.30 Mi W Of Md272,B1610,6928
S1999030081,3292.00000000,-76.72206376,39.38916225,AADT,03000RP00695  02EEIS21        03,Ramp 3 Fr Ramp 6 (fr Is695) To Md 129 Nb,Baltimore,Exit 21 Ramp 3 Fr Ramp 6 (fr Is 695 Eb) To Md 129 Nb,S1999030081,6929
S2011020782,1282.00000000,-76.68248042,39.01006523,AADT,02000CO02697  01EE**************,Farrell St                              ,Anne Arundel,Farrell St - Between Md 424 & Crofton Pkwy,S2011020782,6930
S2004020076,3273.00000000,-76.54046556,38.98404015,AADT,02000RP00595  02NNIS22        05,Ramp 5 Fr Md 450 To Ramp 4 (to Is595 Eb),Anne Arundel,Exit 22 Ramp 5 Fr Md 450 Sb To Ramp 4 (to Is 595 Eb),S2004020076,6931
S2012150663,8681.00000000,-77.03007354,39.06543304,AADT,15000CO00123  01SS**************,Kemp Mill Rd,Montgomery,Kemp Mill Rd - .10 Mile South Of Randolph Rd,S2012150663,6932
B1550,15591.00000000,-76.99582861,39.49368853,AADT,06000MD00097  01NN**************,New Washington Rd,Carroll,Md97-.10 Mi N Of Nicodemus Rd,B1550,6933
S2006100026,721.00000000,-77.43716911,39.40133792,AADT,10000RP00015  02EEUS11        01,Ramp 1 Fr Us 15 Nb To Md 180 Wb,Frederick,Exit 11 Ramp 1 Fr Us 15 Nb To Md 180 Wb,S2006100026,6934
S2009030066,18301.00000000,-76.73523561,39.31373939,AADT,03000CO02501  01NN**************,Woodlawn Dr,Baltimore,Woodlawn Dr - .10 Mile North Of Md 122 ,S2009030066,6935
B150003,23322.00000000,-77.19002014,39.15744677,AADT,15000MD00124  01NN**************,Midcounty Hwy,Montgomery,Md124-.10 Mi N Of Goshen Rd,B150003,6936
S2004160030,17440.00000000,-76.93400125,38.92008830,AADT,16000RP00050  02WWUS1         07,Ramp 7 Fr Us 50 Wb To Md 201 Sb,Prince George's,Exit 1 Ramp 7 Fr Us 50 Wb To Md 201 Sb,S2004160030,6937
S2012161147,16183.00000000,-76.92522289,38.99984030,AADT,16000CO01291  01SS**************,Rhode Island Ave,Prince George's,Rhode Island Ave - .10 Mi North Of Md 193,S2012161147,6938
S2001030165,16303.00000000,-76.47421573,39.37190189,AADT,03000CO06198  01NN**************,Perry Hall Blvd,Baltimore,Perry Hall Blvd South Of Honeygo Blvd,S2001030165,6939
S2000150024,7501.00000000,-77.17206180,39.08702805,AADT,15000RP00270  02NNIS6         02,Ramp 2 Fr Md 28 Wb To Is 270 Nb,Montgomery,Exit 6 Ramp 2 Fr Md 28 Wb To Is 270 Nb,S2000150024,6940
B1580,15813.00000000,-77.14067957,39.39328618,AADT,06000MD00027  01NN**************,Ridge Rd,Carroll,Md27-.10 Mi N Of Md808a/leishear Rd,B1580,6941
P0005,33670.00000000,-76.96269032,38.57790853,AADT,08000US00301  01NN**************,Crain Hwy,Charles,Us 301 - .74 Mile South Of Md 227 (atr#05),P0005,6942
P0022,32759.00000000,-76.06125257,38.87118405,AADT,20000US00050  01EE**************,Ocean Gateway,Talbot,Us 50 - .06 Mile East Of Longwoods Rd (atr#22),P0022,6943
S1997160071,1423.00000000,-76.87258264,38.92643383,AADT,16000RP00202  02WWMD10        01,Ramp 1 Fr Md 704 Nb To Md 202 Wb,Prince George's,Exit 10 Ramp 1 Fr Md 704 Nb To Md 202 Wb,S1997160071,6944
S1999160049,2353.00000000,-76.89552230,39.00515470,AADT,16000RP00095  02SSIS23        08,Ramp 8 Fr Md 201 Sb To Is 95 Wb,Prince George's,Exit 23 Ramp 8 Fr Md 201 Sb To Is 95 Wb,S1999160049,6945
S2000210017,1040.00000000,-77.79990507,39.60658146,AADT,21000RP00081  02NNIS2         04,Ramp 4 Fr Is 81 Nb To Us 11 Eb,Washington,Exit 2 Ramp 4 Fr Is 81 Nb To Us 11 Eb,S2000210017,6946
