o_activity,o_tpb_taz,d_activity,d_tpb_taz,departure_time_min,travel_mode,transit_access_mode,transit_egress_mode,travelers_hh,travelers_nonhh,vehicle_occupancy,park_loc,park_pay,subway_used,subway_pay,subway_station_board,subway_access_mode,subway_station_exit,subway_egress_mode,hov_used,toll_road_used,distance,reported_travel_time,year,bodytype,make,model,fueltype,tolltransponder,home_tpb_taz,home_type,home_ownership,hhsize,numstudents,numdrivers,numworkers,numdisabilities,numvehicle,numvehicle_transponder,numbicycle,hh_income_detailed,tdate_days,tdate_dow,hhtrips,package_delivered,food_delivered,service_delivered,wthhfin,age,gender,race_ethnicity,race_ethnicity_hispanic,license,disability,smartphone,employment_status,jobs_count,j1_workplace_loc,work_tpb_taz,j1_commute_mode,j1_telecommute,j1_telecommute_days,j1_benefits_free_parking,j1_benefits_parking,j1_benefits_transit,j1_benefits_carpool,j1_benefits_walking_biking,j1_benefits_ev_charging,j1_benefits_bicycle_parking,j1_benefits_none,student_status,school_type,school_tpb_taz,school_freq,school_mode,volunteer_status,td_telecommute_time,td_shop_time,person_tripcount,walk_bike_loop_trips
5,741,1,696,825,4,,,1,0,1,1,,,,,,,,,,5.9722786401,20,2010.0,1.0,Toyota,Camry,1.0,1.0,696,1,1,2,0,2,1,0,2,2,0,2,292,5,5,0,0,0,56.0,71,2,4,2,1,2,1,1,,,,9,,,,,,,,,,,0,,,,,1,0,0,3,1
1,696,2,206,450,7,3,1,1,0,,,,1,9,81,3,62,1,,,15.833579656,75,,,,,,,696,1,1,2,0,2,1,0,2,2,0,2,292,5,5,0,0,0,56.0,67,1,4,2,1,2,1,0,1,1,206,7,1,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,2,0
2,206,1,696,1050,7,1,3,1,0,,,,1,9,62,1,81,3,,,15.833579656,75,,,,,,,696,1,1,2,0,2,1,0,2,2,0,2,292,5,5,0,0,0,56.0,67,1,4,2,1,2,1,0,1,1,206,7,1,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,2,0
1,1013,18,1013,1020,1,,,1,0,,,,,,,,,,,,0.4163079019,15,,,,,,,1013,3,1,2,0,0,0,0,0,0,0,1,344,1,3,1,0,0,143.0,33,1,4,2,2,2,2,4,,,,9,,,,,,,,,,,0,,,,,2,0,4,3,0
18,1013,18,1013,1040,1,,,1,0,,,,,,,,,,,,0.5460433375,5,,,,,,,1013,3,1,2,0,0,0,0,0,0,0,1,344,1,3,1,0,0,143.0,33,1,4,2,2,2,2,4,,,,9,,,,,,,,,,,0,,,,,2,0,4,3,0
18,1013,1,1013,1050,1,,,1,0,,,,,,,,,,,,0.1397338273,10,,,,,,,1013,3,1,2,0,0,0,0,0,0,0,1,344,1,3,1,0,0,143.0,33,1,4,2,2,2,2,4,,,,9,,,,,,,,,,,0,,,,,2,0,4,3,0
1,460,16,460,420,4,,,3,0,3,2,,,,,,,,,,0.3015819396,5,2015.0,3.0,Jeep,Grand Cherokee,1.0,1.0,460,1,1,4,3,2,2,0,2,2,0,8,290,3,13,1,1,1,431.0,31,2,4,2,1,2,1,0,1,1,94,3,1,1,1,0,1,0,0,0,0,0,1,8,42,7,3,1,0,0,6,0
16,460,6,642,440,4,,,1,0,1,2,,,,,,,,,,24.300400498,50,2015.0,3.0,Jeep,Grand Cherokee,1.0,1.0,460,1,1,4,3,2,2,0,2,2,0,8,290,3,13,1,1,1,431.0,31,2,4,2,1,2,1,0,1,1,94,3,1,1,1,0,1,0,0,0,0,0,1,8,42,7,3,1,0,0,6,0
6,642,2,94,510,4,,,1,0,1,2,,,,,,,,,,2.7190443126,15,2015.0,3.0,Jeep,Grand Cherokee,1.0,1.0,460,1,1,4,3,2,2,0,2,2,0,8,290,3,13,1,1,1,431.0,31,2,4,2,1,2,1,0,1,1,94,3,1,1,1,0,1,0,0,0,0,0,1,8,42,7,3,1,0,0,6,0
2,94,5,467,1035,4,,,1,0,1,2,,,,,,,,,,25.494725027,75,2015.0,3.0,Jeep,Grand Cherokee,1.0,1.0,460,1,1,4,3,2,2,0,2,2,0,8,290,3,13,1,1,1,431.0,31,2,4,2,1,2,1,0,1,1,94,3,1,1,1,0,1,0,0,0,0,0,1,8,42,7,3,1,0,0,6,0
5,467,16,460,1125,4,,,1,0,1,2,,,,,,,,,,1.6166417114,10,2015.0,3.0,Jeep,Grand Cherokee,1.0,1.0,460,1,1,4,3,2,2,0,2,2,0,8,290,3,13,1,1,1,431.0,31,2,4,2,1,2,1,0,1,1,94,3,1,1,1,0,1,0,0,0,0,0,1,8,42,7,3,1,0,0,6,0
16,460,1,460,1150,4,,,3,0,3,1,,,,,,,,,,0.3015819396,5,2015.0,3.0,Jeep,Grand Cherokee,1.0,1.0,460,1,1,4,3,2,2,0,2,2,0,8,290,3,13,1,1,1,431.0,31,2,4,2,1,2,1,0,1,1,94,3,1,1,1,0,1,0,0,0,0,0,1,8,42,7,3,1,0,0,6,0
1,460,6,724,470,4,,,1,0,1,2,,,,,,,,,,11.485448558,50,2014.0,3.0,Toyota,Highlander,1.0,1.0,460,1,1,4,3,2,2,0,2,2,0,8,290,3,13,1,1,1,431.0,30,1,4,2,1,2,1,0,1,1,729,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,1,3,0
6,724,2,729,530,4,,,1,0,1,2,,,,,,,,,,0.2868207875,10,2014.0,3.0,Toyota,Highlander,1.0,1.0,460,1,1,4,3,2,2,0,2,2,0,8,290,3,13,1,1,1,431.0,30,1,4,2,1,2,1,0,1,1,729,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,1,3,0
2,729,1,460,1050,4,,,1,0,1,1,,,,,,,,,,11.252282069,50,2014.0,3.0,Toyota,Highlander,1.0,1.0,460,1,1,4,3,2,2,0,2,2,0,8,290,3,13,1,1,1,431.0,30,1,4,2,1,2,1,0,1,1,729,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,1,3,0
1,420,2,639,510,7,3,1,1,0,,,,1,1,71,3,36,1,,,21.88631011,75,,,,,,,420,3,2,3,2,1,2,0,1,1,1,5,353,3,9,0,0,0,143.0,46,1,2,2,1,2,1,0,1,1,639,7,2,,0,0,0,0,0,0,0,1,0,,,,,1,0,0,4,0
2,639,10,419,1100,7,3,1,1,0,,,,1,1,36,3,71,1,,,21.62799027,70,,,,,,,420,3,2,3,2,1,2,0,1,1,1,5,353,3,9,0,0,0,143.0,46,1,2,2,1,2,1,0,1,1,639,7,2,,0,0,0,0,0,0,0,1,0,,,,,1,0,0,4,0
10,419,5,421,1175,4,,,1,0,1,2,0,,,,,,,,,0.645191302,10,2010.0,3.0,Lexus,RX 350,1.0,1.0,420,3,2,3,2,1,2,0,1,1,1,5,353,3,9,0,0,0,143.0,46,1,2,2,1,2,1,0,1,1,639,7,2,,0,0,0,0,0,0,0,1,0,,,,,1,0,0,4,0
5,421,1,420,1190,4,,,1,0,1,2,1,,,,,,,,,0.866286469,5,2010.0,3.0,Lexus,RX 350,1.0,1.0,420,3,2,3,2,1,2,0,1,1,1,5,353,3,9,0,0,0,143.0,46,1,2,2,1,2,1,0,1,1,639,7,2,,0,0,0,0,0,0,0,1,0,,,,,1,0,0,4,0
1,420,4,403,430,12,,,1,0,,,,,,,,,,,,1.984806868,20,,,,,,,420,3,2,3,2,1,2,0,1,1,1,5,353,3,9,0,0,0,143.0,18,2,2,2,2,2,1,0,1,1,406,6,2,,0,0,0,0,0,0,0,0,1,3,403,1,9,1,0,0,3,0
4,403,2,406,775,12,,,1,0,,,,,,,,,,,,3.259652613,65,,,,,,,420,3,2,3,2,1,2,0,1,1,1,5,353,3,9,0,0,0,143.0,18,2,2,2,2,2,1,0,1,1,406,6,2,,0,0,0,0,0,0,0,0,1,3,403,1,9,1,0,0,3,0
2,406,1,420,1080,12,,,1,0,,,,,,,,,,,,4.667102226,15,,,,,,,420,3,2,3,2,1,2,0,1,1,1,5,353,3,9,0,0,0,143.0,18,2,2,2,2,2,1,0,1,1,406,6,2,,0,0,0,0,0,0,0,0,1,3,403,1,9,1,0,0,3,0
1,420,4,430,455,6,1,1,1,5,,,,,,,,,,,,1.373764916,15,,,,,,,420,3,2,3,2,1,2,0,1,1,1,5,353,3,9,0,0,0,143.0,15,2,2,2,2,2,,,,,,9,,,,,,,,,,,1,2,430,1,9,,0,0,2,
4,430,1,420,930,6,1,1,1,5,,,,,,,,,,,,1.373764916,20,,,,,,,420,3,2,3,2,1,2,0,1,1,1,5,353,3,9,0,0,0,143.0,15,2,2,2,2,2,,,,,,9,,,,,,,,,,,1,2,430,1,9,,0,0,2,
1,1570,16,1517,620,4,,,2,0,2,4,,,,,,,,,,1.0080672227,5,2003.0,1.0,Ford,Taurus,1.0,1.0,1570,1,1,2,1,2,0,0,2,1,0,7,346,3,8,0,0,0,87.0,88,2,4,2,1,2,1,1,,,,9,,,,,,,,,,,0,,,,,2,0,0,4,1
16,1517,1,1570,625,4,,,1,0,1,1,,,,,,,,,,1.0080672227,5,2003.0,1.0,Ford,Taurus,1.0,1.0,1570,1,1,2,1,2,0,0,2,1,0,7,346,3,8,0,0,0,87.0,88,2,4,2,1,2,1,1,,,,9,,,,,,,,,,,0,,,,,2,0,0,4,1
1,1570,16,1517,670,4,,,1,0,1,4,,,,,,,,,,1.0080672227,5,2003.0,1.0,Ford,Taurus,1.0,1.0,1570,1,1,2,1,2,0,0,2,1,0,7,346,3,8,0,0,0,87.0,88,2,4,2,1,2,1,1,,,,9,,,,,,,,,,,0,,,,,2,0,0,4,1
16,1517,1,1570,675,4,,,2,0,2,1,,,,,,,,,,1.0080672227,5,2003.0,1.0,Ford,Taurus,1.0,1.0,1570,1,1,2,1,2,0,0,2,1,0,7,346,3,8,0,0,0,87.0,88,2,4,2,1,2,1,1,,,,9,,,,,,,,,,,0,,,,,2,0,0,4,1
1,1570,10,1517,620,5,,,2,0,,4,,,,,,,,,,1.0080672227,5,2003.0,1.0,Ford,Taurus,1.0,1.0,1570,1,1,2,1,2,0,0,2,1,0,7,346,3,8,0,0,0,87.0,83,1,4,2,1,2,2,1,,,,9,,,,,,,,,,,1,6,664,5,3,2,0,0,4,0
10,1517,1,1570,675,5,,,2,0,,1,,,,,,,,,,1.0080672227,5,2003.0,1.0,Ford,Taurus,1.0,1.0,1570,1,1,2,1,2,0,0,2,1,0,7,346,3,8,0,0,0,87.0,83,1,4,2,1,2,2,1,,,,9,,,,,,,,,,,1,6,664,5,3,2,0,0,4,0
1,1570,3,79,760,4,,,1,0,1,2,,,,,,,,,,7.8698001367,20,2003.0,1.0,Ford,Taurus,1.0,1.0,1570,1,1,2,1,2,0,0,2,1,0,7,346,3,8,0,0,0,87.0,83,1,4,2,1,2,2,1,,,,9,,,,,,,,,,,1,6,664,5,3,2,0,0,4,0
3,79,1,1570,975,4,,,1,0,1,1,,,,,,,,,,7.8698001367,45,2003.0,1.0,Ford,Taurus,1.0,1.0,1570,1,1,2,1,2,0,0,2,1,0,7,346,3,8,0,0,0,87.0,83,1,4,2,1,2,2,1,,,,9,,,,,,,,,,,1,6,664,5,3,2,0,0,4,0
1,183,18,183,455,1,,,3,0,,,,,,,,,,,,0.164964031,5,,,,,,,183,2,1,4,2,2,2,0,1,1,2,8,331,2,16,1,0,0,179.0,53,1,4,2,1,2,1,0,1,1,282,3,1,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,6,0
18,183,1,183,465,1,,,1,0,,,,,,,,,,,,0.164964031,5,,,,,,,183,2,1,4,2,2,2,0,1,1,2,8,331,2,16,1,0,0,179.0,53,1,4,2,1,2,1,0,1,1,282,3,1,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,6,0
1,183,2,282,485,2,,,1,0,,,,,,,,,,,,2.8535185381,25,,,,,,,183,2,1,4,2,2,2,0,1,1,2,8,331,2,16,1,0,0,179.0,53,1,4,2,1,2,1,0,1,1,282,3,1,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,6,0
2,282,7,282,715,1,,,1,0,,,,,,,,,,,,0.0428783861,5,,,,,,,183,2,1,4,2,2,2,0,1,1,2,8,331,2,16,1,0,0,179.0,53,1,4,2,1,2,1,0,1,1,282,3,1,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,6,0
7,282,2,282,730,1,,,1,0,,,,,,,,,,,,0.0428783861,5,,,,,,,183,2,1,4,2,2,2,0,1,1,2,8,331,2,16,1,0,0,179.0,53,1,4,2,1,2,1,0,1,1,282,3,1,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,6,0
2,282,1,183,1035,2,,,1,0,,,,,,,,,,,,2.8535185381,30,,,,,,,183,2,1,4,2,2,2,0,1,1,2,8,331,2,16,1,0,0,179.0,53,1,4,2,1,2,1,0,1,1,282,3,1,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,6,0
1,183,2,30,475,1,,,1,0,,,,,,,,,,,,1.8511630943,40,,,,,,,183,2,1,4,2,2,2,0,1,1,2,8,331,2,16,1,0,0,179.0,44,1,4,2,1,2,1,0,1,1,30,1,1,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,4,0
2,30,7,28,735,1,,,1,0,,,,,,,,,,,,0.2069914816,5,,,,,,,183,2,1,4,2,2,2,0,1,1,2,8,331,2,16,1,0,0,179.0,44,1,4,2,1,2,1,0,1,1,30,1,1,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,4,0
7,28,2,30,750,1,,,1,0,,,,,,,,,,,,0.2069914816,5,,,,,,,183,2,1,4,2,2,2,0,1,1,2,8,331,2,16,1,0,0,179.0,44,1,4,2,1,2,1,0,1,1,30,1,1,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,4,0
2,30,1,183,1105,8,1,1,1,0,,,,,,,,,,,,1.8511630943,35,,,,,,,183,2,1,4,2,2,2,0,1,1,2,8,331,2,16,1,0,0,179.0,44,1,4,2,1,2,1,0,1,1,30,1,1,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,4,0
1,183,16,183,455,1,,,3,0,,,,,,,,,,,,0.164964031,5,,,,,,,183,2,1,4,2,2,2,0,1,1,2,8,331,2,16,1,0,0,179.0,7,2,4,2,2,2,,,,,,9,,,,,,,,,,,1,2,237,1,5,,0,0,3,
16,183,4,237,465,5,,,2,2,,,,,,,,,,,,4.1206489938,20,,,,,,,183,2,1,4,2,2,2,0,1,1,2,8,331,2,16,1,0,0,179.0,7,2,4,2,2,2,,,,,,9,,,,,,,,,,,1,2,237,1,5,,0,0,3,
4,237,1,183,1070,5,,,2,2,,,,,,,,,,,,3.9558721858,30,,,,,,,183,2,1,4,2,2,2,0,1,1,2,8,331,2,16,1,0,0,179.0,7,2,4,2,2,2,,,,,,9,,,,,,,,,,,1,2,237,1,5,,0,0,3,
1,384,7,285,740,1,,,1,0,,,,,,,,,,,,1.555267861,40,,,,,,,384,3,2,2,0,2,1,0,1,0,1,7,310,2,7,0,0,0,122.0,32,2,1,1,1,2,1,4,,,,9,,,,,,,,,,,0,,,,,2,0,1,3,0
7,285,10,288,855,1,,,1,0,,,,,,,,,,,,1.1139668303,35,,,,,,,384,3,2,2,0,2,1,0,1,0,1,7,310,2,7,0,0,0,122.0,32,2,1,1,1,2,1,4,,,,9,,,,,,,,,,,0,,,,,2,0,1,3,0
10,288,1,384,935,1,,,1,0,,,,,,,,,,,,1.8181507522,40,,,,,,,384,3,2,2,0,2,1,0,1,0,1,7,310,2,7,0,0,0,122.0,32,2,1,1,1,2,1,4,,,,9,,,,,,,,,,,0,,,,,2,0,1,3,0
1,384,2,1973,470,4,,,1,0,1,2,,,,,,,,,,14.055059197,40,2014.0,3.0,Mazda,CX-5,1.0,2.0,384,3,2,2,0,2,1,0,1,0,1,7,310,2,7,0,0,0,122.0,30,2,4,2,1,2,1,0,1,1,1973,3,1,0,1,0,0,0,0,0,0,0,0,,,,,1,8,0,4,2
2,1973,2,1683,750,4,,,1,0,1,2,,,,,,,,,,14.878948308,20,2014.0,3.0,Mazda,CX-5,1.0,2.0,384,3,2,2,0,2,1,0,1,0,1,7,310,2,7,0,0,0,122.0,30,2,4,2,1,2,1,0,1,1,1973,3,1,0,1,0,0,0,0,0,0,0,0,,,,,1,8,0,4,2
2,1683,8,1672,1015,4,,,1,0,1,2,,,,,,,,,,1.4262799277,10,2014.0,3.0,Mazda,CX-5,1.0,2.0,384,3,2,2,0,2,1,0,1,0,1,7,310,2,7,0,0,0,122.0,30,2,4,2,1,2,1,0,1,1,1973,3,1,0,1,0,0,0,0,0,0,0,0,,,,,1,8,0,4,2
8,1672,1,384,1035,4,,,1,0,1,1,,,,,,,,,,27.424628844,50,2014.0,3.0,Mazda,CX-5,1.0,2.0,384,3,2,2,0,2,1,0,1,0,1,7,310,2,7,0,0,0,122.0,30,2,4,2,1,2,1,0,1,1,1973,3,1,0,1,0,0,0,0,0,0,0,0,,,,,1,8,0,4,2
1,898,9,499,730,4,,,2,0,2,2,,,,,,,,,,17.418457536,40,2012.0,1.0,Toyota,Corolla,1.0,1.0,898,2,1,3,0,2,0,1,1,1,0,5,298,4,13,0,0,0,399.0,66,1,4,2,1,2,1,1,,,,9,,,,,,,,,,,0,,,,,1,0,0,7,0
9,499,1,898,850,4,,,2,0,2,1,,,,,,,,,,17.418457536,40,2012.0,1.0,Toyota,Corolla,1.0,1.0,898,2,1,3,0,2,0,1,1,1,0,5,298,4,13,0,0,0,399.0,66,1,4,2,1,2,1,1,,,,9,,,,,,,,,,,0,,,,,1,0,0,7,0
1,898,16,1187,915,1,,,1,1,,,,,,,,,,,,0.2840393229,10,,,,,,,898,2,1,3,0,2,0,1,1,1,0,5,298,4,13,0,0,0,399.0,66,1,4,2,1,2,1,1,,,,9,,,,,,,,,,,0,,,,,1,0,0,7,0
16,1187,14,898,930,1,,,1,3,,,,,,,,,,,,0.2147099275,10,,,,,,,898,2,1,3,0,2,0,1,1,1,0,5,298,4,13,0,0,0,399.0,66,1,4,2,1,2,1,1,,,,9,,,,,,,,,,,0,,,,,1,0,0,7,0
14,898,1,898,970,1,,,1,3,,,,,,,,,,,,0.0702443158,10,,,,,,,898,2,1,3,0,2,0,1,1,1,0,5,298,4,13,0,0,0,399.0,66,1,4,2,1,2,1,1,,,,9,,,,,,,,,,,0,,,,,1,0,0,7,0
1,898,13,900,1125,5,,,2,1,,,,,,,,,,,,0.5732740655,5,2012.0,1.0,Toyota,Corolla,1.0,1.0,898,2,1,3,0,2,0,1,1,1,0,5,298,4,13,0,0,0,399.0,66,1,4,2,1,2,1,1,,,,9,,,,,,,,,,,0,,,,,1,0,0,7,0
13,900,1,898,1230,5,,,2,1,,,,,,,,,,,,0.5732740655,10,2012.0,1.0,Toyota,Corolla,1.0,1.0,898,2,1,3,0,2,0,1,1,1,0,5,298,4,13,0,0,0,399.0,66,1,4,2,1,2,1,1,,,,9,,,,,,,,,,,0,,,,,1,0,0,7,0
1,898,13,900,1125,4,,,2,1,3,,,,,,,,,,,0.5732740655,5,2012.0,1.0,Toyota,Corolla,1.0,1.0,898,2,1,3,0,2,0,1,1,1,0,5,298,4,13,0,0,0,399.0,70,2,4,2,1,2,1,1,,,,9,,,,,,,,,,,0,,,,,2,0,0,2,0
13,900,1,898,1230,4,,,2,1,3,,,,,,,,,,,0.5732740655,10,2012.0,1.0,Toyota,Corolla,1.0,1.0,898,2,1,3,0,2,0,1,1,1,0,5,298,4,13,0,0,0,399.0,70,2,4,2,1,2,1,1,,,,9,,,,,,,,,,,0,,,,,2,0,0,2,0
1,898,7,898,540,10,,,1,0,,,,,,,,,,,,0.660360095,10,,,,,,,898,2,1,3,0,2,0,1,1,1,0,5,298,4,13,0,0,0,399.0,95,1,4,2,2,1,2,1,,,,9,,,,,,,,,,,0,,,,,2,0,0,4,0
7,898,1,898,660,10,,,1,0,,,,,,,,,,,,0.660360095,10,,,,,,,898,2,1,3,0,2,0,1,1,1,0,5,298,4,13,0,0,0,399.0,95,1,4,2,2,1,2,1,,,,9,,,,,,,,,,,0,,,,,2,0,0,4,0
1,898,9,499,730,5,,,2,0,,2,,,,,,,,,,17.418457536,40,2012.0,1.0,Toyota,Corolla,1.0,1.0,898,2,1,3,0,2,0,1,1,1,0,5,298,4,13,0,0,0,399.0,95,1,4,2,2,1,2,1,,,,9,,,,,,,,,,,0,,,,,2,0,0,4,0
9,499,1,898,850,5,,,2,0,,1,,,,,,,,,,17.418457536,40,2012.0,1.0,Toyota,Corolla,1.0,1.0,898,2,1,3,0,2,0,1,1,1,0,5,298,4,13,0,0,0,399.0,95,1,4,2,2,1,2,1,,,,9,,,,,,,,,,,0,,,,,2,0,0,4,0
1,606,2,624,560,4,,,1,0,1,2,1,,,,,,,,,0.7275459492,10,2011.0,2.0,Toyota,Sienna,1.0,1.0,606,1,1,2,0,2,1,0,2,1,1,8,319,4,3,0,0,0,54.0,63,1,4,2,1,2,1,0,1,1,624,3,2,,0,0,0,0,0,0,0,1,0,,,,,2,1,1,3,0
2,624,9,560,930,4,,,1,0,1,2,0,,,,,,,,,3.9677343604,20,2011.0,2.0,Toyota,Sienna,1.0,1.0,606,1,1,2,0,2,1,0,2,1,1,8,319,4,3,0,0,0,54.0,63,1,4,2,1,2,1,0,1,1,624,3,2,,0,0,0,0,0,0,0,1,0,,,,,2,1,1,3,0
9,560,1,606,1045,4,,,1,0,1,1,,,,,,,,,,4.0180632365,25,2011.0,2.0,Toyota,Sienna,1.0,1.0,606,1,1,2,0,2,1,0,2,1,1,8,319,4,3,0,0,0,54.0,63,1,4,2,1,2,1,0,1,1,624,3,2,,0,0,0,0,0,0,0,1,0,,,,,2,1,1,3,0
1,1638,9,1667,860,4,,,1,0,1,2,0,,,,,,,,,3.2326264478,10,2003.0,3.0,Acura,MDX,1.0,1.0,1638,2,1,4,2,2,1,0,2,2,2,7,333,4,15,0,0,0,142.0,49,1,3,2,1,2,1,2,,,,9,,,,,,,,,,,0,,,,,2,0,0,4,0
9,1667,18,1667,1015,4,,,2,0,2,1,,,,,,,,,,0.743879502,10,2003.0,3.0,Acura,MDX,1.0,1.0,1638,2,1,4,2,2,1,0,2,2,2,7,333,4,15,0,0,0,142.0,49,1,3,2,1,2,1,2,,,,9,,,,,,,,,,,0,,,,,2,0,0,4,0
18,1667,18,2388,1120,4,,,3,0,3,4,,,,,,,,,,8.2048138227,30,2003.0,3.0,Acura,MDX,1.0,1.0,1638,2,1,4,2,2,1,0,2,2,2,7,333,4,15,0,0,0,142.0,49,1,3,2,1,2,1,2,,,,9,,,,,,,,,,,0,,,,,2,0,0,4,0
18,2388,1,1638,1160,4,,,4,0,4,1,,,,,,,,,,10.699811233,25,2003.0,3.0,Acura,MDX,1.0,1.0,1638,2,1,4,2,2,1,0,2,2,2,7,333,4,15,0,0,0,142.0,49,1,3,2,1,2,1,2,,,,9,,,,,,,,,,,0,,,,,2,0,0,4,0
18,2388,1,1638,1160,5,,,4,0,,1,,,,,,,,,,10.699811233,25,2003.0,3.0,Acura,MDX,1.0,1.0,1638,2,1,4,2,2,1,0,2,2,2,7,333,4,15,0,0,0,142.0,50,2,3,2,1,2,1,0,1,1,1865,3,1,0,1,0,0,0,0,0,0,0,0,,,,,2,0,0,1,0
1,1638,4,1978,390,6,1,1,1,5,,,,,,,,,,,,5.429501835,35,,,,,,,1638,2,1,4,2,2,1,0,2,2,2,7,333,4,15,0,0,0,142.0,14,2,3,2,2,2,,,,,,9,,,,,,,,,,,1,2,1978,1,9,,0,0,5,
4,1978,1,1638,990,6,1,1,1,5,,,,,,,,,,,,5.429501835,60,,,,,,,1638,2,1,4,2,2,1,0,2,2,2,7,333,4,15,0,0,0,142.0,14,2,3,2,2,2,,,,,,9,,,,,,,,,,,1,2,1978,1,9,,0,0,5,
1,1638,16,1667,1110,5,,,2,0,,,,,,,,,,,,2.4952053299,10,2003.0,3.0,Acura,MDX,1.0,1.0,1638,2,1,4,2,2,1,0,2,2,2,7,333,4,15,0,0,0,142.0,14,2,3,2,2,2,,,,,,9,,,,,,,,,,,1,2,1978,1,9,,0,0,5,
16,1667,18,2388,1120,5,,,3,0,,4,,,,,,,,,,8.2048138227,30,2003.0,3.0,Acura,MDX,1.0,1.0,1638,2,1,4,2,2,1,0,2,2,2,7,333,4,15,0,0,0,142.0,14,2,3,2,2,2,,,,,,9,,,,,,,,,,,1,2,1978,1,9,,0,0,5,
18,2388,1,1638,1160,5,,,4,0,,1,,,,,,,,,,10.699811233,25,2003.0,3.0,Acura,MDX,1.0,1.0,1638,2,1,4,2,2,1,0,2,2,2,7,333,4,15,0,0,0,142.0,14,2,3,2,2,2,,,,,,9,,,,,,,,,,,1,2,1978,1,9,,0,0,5,
1,1638,4,1653,510,6,1,1,1,5,,,,,,,,,,,,2.912795756,35,,,,,,,1638,2,1,4,2,2,1,0,2,2,2,7,333,4,15,0,0,0,142.0,11,2,3,2,2,2,,,,,,9,,,,,,,,,,,1,2,1653,1,9,,0,0,5,
4,1653,1,1638,960,6,1,1,1,5,,,,,,,,,,,,2.912795756,30,,,,,,,1638,2,1,4,2,2,1,0,2,2,2,7,333,4,15,0,0,0,142.0,11,2,3,2,2,2,,,,,,9,,,,,,,,,,,1,2,1653,1,9,,0,0,5,
1,1638,4,1667,1015,5,,,2,0,,,,,,,,,,,,2.4952053299,10,2003.0,3.0,Acura,MDX,1.0,1.0,1638,2,1,4,2,2,1,0,2,2,2,7,333,4,15,0,0,0,142.0,11,2,3,2,2,2,,,,,,9,,,,,,,,,,,1,2,1653,1,9,,0,0,5,
4,1667,18,2388,1120,5,,,3,0,,4,,,,,,,,,,8.2048138227,30,2003.0,3.0,Acura,MDX,1.0,1.0,1638,2,1,4,2,2,1,0,2,2,2,7,333,4,15,0,0,0,142.0,11,2,3,2,2,2,,,,,,9,,,,,,,,,,,1,2,1653,1,9,,0,0,5,
18,2388,1,1638,1160,5,,,4,0,,1,,,,,,,,,,10.699811233,25,2003.0,3.0,Acura,MDX,1.0,1.0,1638,2,1,4,2,2,1,0,2,2,2,7,333,4,15,0,0,0,142.0,11,2,3,2,2,2,,,,,,9,,,,,,,,,,,1,2,1653,1,9,,0,0,5,
1,3472,2,26,320,7,4,1,1,2,,,,1,1,63,4,52,1,,,47.275451548,70,,,,,,,3472,1,1,6,3,2,1,0,2,2,0,7,351,1,29,1,0,0,366.0,43,2,4,2,1,2,1,0,1,1,26,5,1,0,0,0,1,0,0,0,0,0,0,,,,,1,0,0,9,0
2,26,1,3472,935,7,1,3,1,2,,,,1,1,52,1,63,3,,,47.275451548,100,,,,,,,3472,1,1,6,3,2,1,0,2,2,0,7,351,1,29,1,0,0,366.0,43,2,4,2,1,2,1,0,1,1,26,5,1,0,0,0,1,0,0,0,0,0,0,,,,,1,0,0,9,0
1,3472,16,3472,1100,4,,,4,0,4,2,,,,,,,,,,0.6786694466,5,2015.0,4.0,Ford,F-150,1.0,1.0,3472,1,1,6,3,2,1,0,2,2,0,7,351,1,29,1,0,0,366.0,43,2,4,2,1,2,1,0,1,1,26,5,1,0,0,0,1,0,0,0,0,0,0,,,,,1,0,0,9,0
16,3472,5,3475,1115,4,,,1,0,1,2,,,,,,,,,,3.5203271921,15,2015.0,4.0,Ford,F-150,1.0,1.0,3472,1,1,6,3,2,1,0,2,2,0,7,351,1,29,1,0,0,366.0,43,2,4,2,1,2,1,0,1,1,26,5,1,0,0,0,1,0,0,0,0,0,0,,,,,1,0,0,9,0
5,3475,1,3472,1195,4,,,1,0,1,1,,,,,,,,,,4.13955168,20,2015.0,4.0,Ford,F-150,1.0,1.0,3472,1,1,6,3,2,1,0,2,2,0,7,351,1,29,1,0,0,366.0,43,2,4,2,1,2,1,0,1,1,26,5,1,0,0,0,1,0,0,0,0,0,0,,,,,1,0,0,9,0
