screenline_id,method,absolute_error_delta_vs_direct
24031703402__24031703403,contrastive_vae,-19643.737439749762
24031703403__24031703701,contrastive_vae,13797.041019093274
24031703403__24031703702,contrastive_vae,6188.612894551494
24031703404__24031703601,contrastive_vae,3101.4779938012725
24031703404__24031703701,contrastive_vae,10724.148493211997
24031703501__24031703502,contrastive_vae,14393.41924065059
24031703501__24031703601,contrastive_vae,3814.6355135501653
24031703502__24031703601,contrastive_vae,18008.10425466833
24031703502__24031704200,contrastive_vae,1942.6030043124993
24031703502__24031704300,contrastive_vae,4982.907311336848
24031703601__24031703602,contrastive_vae,-13417.2718819375
24031703601__24031703701,contrastive_vae,4138.02365570975
24031703601__24031703702,contrastive_vae,7829.302178424755
24031703601__24031704200,contrastive_vae,6310.021117699092
24031703602__24031703800,contrastive_vae,-12810.93584768489
24031703602__24031704000,contrastive_vae,-12333.075177432336
24031703602__24031704200,contrastive_vae,23922.391300749885
24031703701__24031703702,contrastive_vae,-23079.87049180865
24031703702__24031703800,contrastive_vae,17322.441961979024
24031703800__24031703902,contrastive_vae,16179.558366615238
24031703800__24031704000,contrastive_vae,-1722.3397420562378
24031703901__24031703902,contrastive_vae,-21498.53711311001
24031703901__24031704000,contrastive_vae,9954.684366722067
24031703902__24031704000,contrastive_vae,2452.25598950069
24031704000__24031704100,contrastive_vae,-9715.280346512558
24031704100__24031704200,contrastive_vae,17654.553563336787
24031704100__24031704300,contrastive_vae,-9344.565383839854
24031704100__24031704404,contrastive_vae,3519.881072651049
24031704100__24031705100,contrastive_vae,16726.531514229187
24031704200__24031704300,contrastive_vae,9111.77881746854
24031704300__24031704401,contrastive_vae,2380.7815902441816
24031704300__24031704404,contrastive_vae,1590.8131774103676
24031704401__24031704403,contrastive_vae,3391.1974436237797
24031704401__24031704404,contrastive_vae,3467.6580856931396
24031704401__24031704501,contrastive_vae,8415.128335901398
24031704403__24031704404,contrastive_vae,3932.218664165186
24031704404__24031704503,contrastive_vae,4416.487535015534
24031704404__24031705000,contrastive_vae,-10930.969391508726
24031704404__24031705100,contrastive_vae,986.4358176864916
24031704501__24031704502,contrastive_vae,14315.66098689795
24031704501__24031704503,contrastive_vae,3249.389738411566
24031704501__24031706013,contrastive_vae,2279.1168780519947
24031704502__24031704503,contrastive_vae,13467.677723835266
24031704502__24031704600,contrastive_vae,-748.288719946615
24031704502__24031705901,contrastive_vae,1804.7614034010767
24031704503__24031704600,contrastive_vae,-16839.343790945564
24031704503__24031705000,contrastive_vae,-7897.368896187312
24031704600__24031704700,contrastive_vae,-6572.337377590415
24031704600__24031704806,contrastive_vae,-8716.304971987378
24031704600__24031705000,contrastive_vae,-6822.589989800032
24031704600__24031705901,contrastive_vae,-384.7395085449425
24031704700__24031704803,contrastive_vae,2445.525861440932
24031704700__24031704804,contrastive_vae,1463.0676985749014
24031704700__24031704805,contrastive_vae,-124.68021090024195
24031704700__24031704806,contrastive_vae,-1438.333201844307
24031704700__24031705502,contrastive_vae,2137.5634630380955
24031704700__24031705901,contrastive_vae,-1893.413013498946
24031704700__24031705903,contrastive_vae,-548.8002210754239
24031704803__24031704804,contrastive_vae,3178.4209676266473
24031704803__24031705400,contrastive_vae,2760.8908469872295
24031704803__24031705502,contrastive_vae,-5733.038598967476
24031704804__24031704805,contrastive_vae,1665.681412665239
24031704806__24031705000,contrastive_vae,-4646.190724396649
24031705000__24031705100,contrastive_vae,9859.10542922061
24031705000__24031705400,contrastive_vae,-431.8019380519818
24031705100__24031705200,contrastive_vae,-9125.078345580328
24031705100__24031705300,contrastive_vae,1586.2048138486539
24031705100__24031705400,contrastive_vae,2577.148535366323
24031705200__24031705300,contrastive_vae,792.0977777770695
24031705300__24031705400,contrastive_vae,10819.547197954576
24031705300__24031705501,contrastive_vae,2393.374599211531
24031705300__24031705502,contrastive_vae,-813.811106728489
24031705400__24031705502,contrastive_vae,-3080.1359737450184
24031705501__24031705502,contrastive_vae,-7113.251155161779
24031705501__24031705601,contrastive_vae,-565.3756014999999
24031705501__24031705602,contrastive_vae,-13690.375026722722
24031705502__24031705601,contrastive_vae,-1118.7841071250004
24031705502__24031705701,contrastive_vae,-3115.3940047112956
24031705502__24031705903,contrastive_vae,-7270.618319694622
24031705601__24031705602,contrastive_vae,185.3112225580535
24031705601__24031705701,contrastive_vae,904.8385552381442
24031705601__24031705702,contrastive_vae,-901.7008670352934
24031705701__24031705702,contrastive_vae,-1786.3542750336164
24031705701__24031705800,contrastive_vae,-3448.6210729473787
24031705701__24031705902,contrastive_vae,-1163.3824448002779
24031705702__24031705800,contrastive_vae,418.0730473860385
24031705800__24031705902,contrastive_vae,-13873.286040518942
24031705800__24031706008,contrastive_vae,-920.075757562503
24031705800__24031706009,contrastive_vae,-2279.3025975498604
24031705800__51013100300,contrastive_vae,-673.0939003749991
24031705800__51059470100,contrastive_vae,-21156.53100741064
24031705800__51059480100,contrastive_vae,-863.375213657826
24031705901__24031705902,contrastive_vae,-6780.487012723002
24031705901__24031705903,contrastive_vae,-846.3565656014616
24031705901__24031706013,contrastive_vae,2058.4373079470824
24031705902__24031705903,contrastive_vae,-5763.685023865895
24031705902__24031706009,contrastive_vae,-353.5627583304704
24031706005__24031706007,contrastive_vae,14235.688410647432
24031706005__24031706008,contrastive_vae,-8483.834278970238
24031706005__24031706009,contrastive_vae,-12151.355683254049
24031706005__24031706011,contrastive_vae,5623.714445967287
24031706005__24031706013,contrastive_vae,2070.485206598303
24031706007__24031706008,contrastive_vae,6057.471348494805
24031706007__24031706011,contrastive_vae,4985.16024727814
24031706008__24031706009,contrastive_vae,14763.279435756922
24031706008__51059480100,contrastive_vae,-28895.726263471966
24031706009__24031706013,contrastive_vae,-2669.2674660305493
24031706010__24031706011,contrastive_vae,1009.5808100387367
24031706010__24031706012,contrastive_vae,4923.25012335332
24031706010__24031706013,contrastive_vae,-437.12348806250156
24031706011__24031706012,contrastive_vae,3390.6433163272086
24031706012__24031706013,contrastive_vae,-712.4943603515712
24033800102__24033800103,contrastive_vae,218.0125511627266
24033800102__24033800105,contrastive_vae,9517.562454566007
24033800102__24033800109,contrastive_vae,6619.299811333971
24033800103__24033800109,contrastive_vae,1687.015768921974
24033800103__24033800209,contrastive_vae,7661.164877832904
24033800103__24033800211,contrastive_vae,3866.3225471042533
24033800103__24033800213,contrastive_vae,3703.8509770010496
24033800105__24033800106,contrastive_vae,6864.9090310471365
24033800105__24033800109,contrastive_vae,3450.302793509567
24033800105__24033800203,contrastive_vae,-3320.9872969412572
24033800106__24033800108,contrastive_vae,-1906.3315896438835
24033800106__24033800109,contrastive_vae,3639.7562170591627
24033800106__24033800203,contrastive_vae,2496.458383545574
24033800106__24033800212,contrastive_vae,-5759.455975465458
24033800106__24033800213,contrastive_vae,-3405.7407885996236
24033800108__24033800109,contrastive_vae,-13017.526425157524
24033800108__24033800213,contrastive_vae,1580.4458530271804
24033800203__24033800212,contrastive_vae,303.44796611033325
24033800203__24033807407,contrastive_vae,-964.6053841593166
24033800206__24033800208,contrastive_vae,593.7358823286631
24033800206__24033800211,contrastive_vae,1278.4972664133675
24033800206__24033800411,contrastive_vae,5872.184632349377
24033800206__24033807408,contrastive_vae,2085.4334929714933
24033800208__24033800211,contrastive_vae,7466.695096168849
24033800208__24033800212,contrastive_vae,-1647.3976466131471
24033800208__24033800214,contrastive_vae,-6333.951255819413
24033800208__24033800215,contrastive_vae,-6946.949491729523
24033800208__24033807408,contrastive_vae,16328.446366295131
24033800209__24033800211,contrastive_vae,3022.218336562124
24033800209__24033800213,contrastive_vae,11922.218394508403
24033800210__24033800213,contrastive_vae,1645.799873068525
24033800210__24033800215,contrastive_vae,3710.5891469331727
24033800211__24033800214,contrastive_vae,318.40588123395537
24033800212__24033800213,contrastive_vae,14303.118058797409
24033800212__24033800215,contrastive_vae,3664.52617582717
24033800212__24033807408,contrastive_vae,7052.877504191194
24033800401__24033800402,contrastive_vae,-6885.963875438727
24033800401__24033800403,contrastive_vae,706.5588377097556
24033800401__24033800504,contrastive_vae,6987.86382534726
24033800402__24033800403,contrastive_vae,-6531.482512509941
24033800402__24033800409,contrastive_vae,-2175.245859815477
24033800402__24033800504,contrastive_vae,950.2112298939846
24033800402__24033800513,contrastive_vae,2892.0099797061594
24033800403__24033800409,contrastive_vae,-3712.5919547802514
24033800408__24033800409,contrastive_vae,-176.41031197517077
24033800408__24033800410,contrastive_vae,1258.4780454551951
24033800408__24033800411,contrastive_vae,-1749.2974503996156
24033800408__24033800413,contrastive_vae,85.42720140469464
24033800408__24033800514,contrastive_vae,-318.32792023530783
24033800408__24033803516,contrastive_vae,5569.031707063372
24033800409__24033800410,contrastive_vae,1068.9998504757314
24033800409__24033800513,contrastive_vae,-3084.3111163494214
24033800409__24033800514,contrastive_vae,-766.2685298270426
24033800410__24033800411,contrastive_vae,2547.176009788578
24033800411__24033800412,contrastive_vae,-773.6912913477863
24033800411__24033800413,contrastive_vae,4583.835952334637
24033800411__24033807408,contrastive_vae,3872.452477160181
24033800412__24033800413,contrastive_vae,1611.9713868140025
24033800412__24033803606,contrastive_vae,-8411.336822806436
24033800412__24033806712,contrastive_vae,4442.182728836192
24033800504__24033800505,contrastive_vae,8361.112045226168
24033800504__24033800507,contrastive_vae,2554.474815153697
24033800504__24033800513,contrastive_vae,-1382.1821677836451
24033800505__24033800513,contrastive_vae,-2290.695238619517
24033800505__24033800515,contrastive_vae,-495.9851939702712
24033800505__24033800516,contrastive_vae,2005.7269685736537
24033800507__24033800509,contrastive_vae,1047.1185916062977
24033800507__24033800511,contrastive_vae,6673.036576113984
24033800507__24033800516,contrastive_vae,3067.4061564112635
24033800507__24033800519,contrastive_vae,-7688.412680162609
24033800507__24033800520,contrastive_vae,2017.7388318318917
24033800507__24033800604,contrastive_vae,-2658.0799614067832
24033800507__24033800608,contrastive_vae,-2419.2712043269967
24033800509__24033800517,contrastive_vae,-965.265322423671
24033800509__24033800607,contrastive_vae,981.397173514837
24033800509__24033803522,contrastive_vae,234.928071362192
24033800509__24033803526,contrastive_vae,-1670.9568857136874
24033800511__24033800515,contrastive_vae,-1650.516434703969
24033800511__24033800517,contrastive_vae,-6747.306712374065
24033800511__24033800519,contrastive_vae,-10935.707231576884
24033800513__24033800514,contrastive_vae,1627.6404761261801
24033800513__24033800515,contrastive_vae,-3267.813214523703
24033800513__24033800518,contrastive_vae,2293.5293533295917
24033800514__24033800518,contrastive_vae,1677.7980336540058
24033800514__24033803516,contrastive_vae,6907.620712531527
24033800515__24033800516,contrastive_vae,11208.313597124652
24033800515__24033800519,contrastive_vae,2055.8908663349403
24033800516__24033800520,contrastive_vae,4295.163635168043
24033800517__24033800518,contrastive_vae,8431.176781836475
24033800517__24033803522,contrastive_vae,-3504.9208155609685
24033800517__24033803523,contrastive_vae,800.0455806330356
24033800518__24033803520,contrastive_vae,-564.7497052896397
24033800601__24033800604,contrastive_vae,4468.798911557214
24033800601__24033800605,contrastive_vae,7320.509445696298
24033800601__24033800608,contrastive_vae,4010.2880429692377
24033800604__24033800608,contrastive_vae,3694.8492913793643
24033800605__24033800606,contrastive_vae,3628.704362883389
24033800605__24033800607,contrastive_vae,2138.3622934011582
24033800605__24033800608,contrastive_vae,1356.9894321677057
24033800605__24033800701,contrastive_vae,3216.159572398499
24033800605__24033800707,contrastive_vae,-52.662914815058684
24033800606__24033800607,contrastive_vae,2844.868397375212
24033800606__24033800701,contrastive_vae,294.8247305138407
24033800607__24033800608,contrastive_vae,-12961.101735056702
24033800607__24033800701,contrastive_vae,915.3111936822461
24033800607__24033803512,contrastive_vae,23.1049141019721
24033800607__24033803526,contrastive_vae,2278.459436073699
24033800701__24033800707,contrastive_vae,1051.509676412301
24033800701__24033801104,contrastive_vae,2119.263342252758
24033800701__24033802201,contrastive_vae,-13616.294364558144
24033800701__24033803512,contrastive_vae,-2870.8899836622295
24033800704__24033800705,contrastive_vae,-9255.048994655632
24033800704__24033800706,contrastive_vae,5168.305833418059
24033800704__24033800707,contrastive_vae,8721.745268667948
24033800705__24033800706,contrastive_vae,3513.15016913812
24033800705__24033800800,contrastive_vae,-8770.236889191172
24033800705__24033801004,contrastive_vae,0.2652490625005157
24033800706__24033800707,contrastive_vae,1916.1413267390162
24033800706__24033801005,contrastive_vae,-1219.105633621124
24033800706__24033801006,contrastive_vae,453.76600393655826
24033800706__24033801214,contrastive_vae,4192.161578517444
24033800707__24033801104,contrastive_vae,-1976.0980443870649
24033801003__24033801004,contrastive_vae,12519.185911258632
24033801003__24033801310,contrastive_vae,11135.440054007024
24033801004__24033801005,contrastive_vae,-972.9965132481684
24033801004__24033801006,contrastive_vae,561.8995318124998
24033801005__24033801006,contrastive_vae,-3463.2755379216287
24033801005__24033801214,contrastive_vae,-69.16470982350802
24033801005__24033801215,contrastive_vae,3222.105175182587
24033801104__24033801211,contrastive_vae,-698.0296873359184
24033801104__24033801212,contrastive_vae,6203.018982530892
24033801104__24033801214,contrastive_vae,-7119.273089318427
24033801104__24033801904,contrastive_vae,12557.755771126387
24033801104__24033802201,contrastive_vae,1599.6705291964317
24033801207__24033801208,contrastive_vae,2722.4433834632655
24033801207__24033801214,contrastive_vae,4670.696670890815
24033801207__24033801215,contrastive_vae,-195.93926870629366
24033801207__24033801217,contrastive_vae,4812.820462720207
24033801208__24033801209,contrastive_vae,-1882.416386615092
24033801208__24033801216,contrastive_vae,1539.5848615
24033801208__24033801217,contrastive_vae,-2909.164089081398
24033801209__24033801216,contrastive_vae,-3589.1007792588553
24033801210__24033801211,contrastive_vae,-741.4667257759284
24033801210__24033801213,contrastive_vae,-3294.9674439927403
24033801210__24033801216,contrastive_vae,-1412.8783428316347
24033801210__24033801311,contrastive_vae,-1333.2006690266826
24033801211__24033801212,contrastive_vae,5078.83668490866
24033801211__24033801214,contrastive_vae,-852.6834254882706
24033801211__24033801217,contrastive_vae,1492.8336543103505
24033801212__24033801213,contrastive_vae,2642.844876531528
24033801212__24033801407,contrastive_vae,3559.2932761250013
24033801212__24033801901,contrastive_vae,7363.002581938737
24033801212__24033801904,contrastive_vae,6827.182626191534
24033801213__24033801305,contrastive_vae,-473.06617027342145
24033801213__24033801407,contrastive_vae,5916.934510157167
24033801214__24033801215,contrastive_vae,2151.4036936249977
24033801214__24033801217,contrastive_vae,-3864.010548778926
24033801216__24033801217,contrastive_vae,1705.6407204375028
24033801216__24033801311,contrastive_vae,1614.1383660942192
24033801302__24033801310,contrastive_vae,-6045.262755952659
24033801302__24033801311,contrastive_vae,2302.9192352500004
24033801305__24033801307,contrastive_vae,888.7603512359437
24033801305__24033801313,contrastive_vae,-2902.328240270508
24033801305__24033801406,contrastive_vae,-8551.162994132883
24033801305__24033801407,contrastive_vae,2057.792483994959
24033801307__24033801308,contrastive_vae,-527.4579268750003
24033801307__24033801309,contrastive_vae,-881.2746329899455
24033801307__24033801312,contrastive_vae,-373.9733312766821
24033801307__24033801313,contrastive_vae,-624.9714769442799
24033801307__24033801410,contrastive_vae,-3780.81262266868
24033801307__24033801411,contrastive_vae,-1422.0477305000004
24033801308__24033801309,contrastive_vae,-2042.3617936401697
24033801308__24033801312,contrastive_vae,-1355.8377982651728
24033801309__24033801312,contrastive_vae,237.61451425000269
24033801310__24033801311,contrastive_vae,1659.23285018764
24033801311__24033801312,contrastive_vae,1260.6725017108038
24033801404__24033801405,contrastive_vae,-7080.399705850985
24033801404__24033801411,contrastive_vae,-5139.840291375
24033801404__24033801500,contrastive_vae,-30351.474923746195
24033801405__24033801408,contrastive_vae,1154.9630789998628
24033801405__24033801409,contrastive_vae,5505.077885528204
24033801405__24033801500,contrastive_vae,1555.6800605996104
24033801405__24033801702,contrastive_vae,706.6935882500002
24033801405__24033801707,contrastive_vae,2910.6331880514044
24033801406__24033801407,contrastive_vae,-6619.919172106922
24033801406__24033801409,contrastive_vae,-5907.620664588114
24033801406__24033801411,contrastive_vae,-1841.466195573279
24033801407__24033801701,contrastive_vae,6955.493106494072
24033801407__24033801901,contrastive_vae,1465.3744920883655
24033801408__24033801409,contrastive_vae,1883.362281713229
24033801408__24033801701,contrastive_vae,-1625.36879378692
24033801408__24033801702,contrastive_vae,1563.1680973125003
24033801409__24033801411,contrastive_vae,-344.3097763775113
24033801410__24033801411,contrastive_vae,-558.7101535650127
24033801500__24033801600,contrastive_vae,117.5831450960759
24033801500__24033801707,contrastive_vae,-3492.2639389397027
24033801600__24033801707,contrastive_vae,3065.778240280686
24033801701__24033801702,contrastive_vae,6088.154616582561
24033801701__24033801901,contrastive_vae,5345.673455114069
24033801702__24033801708,contrastive_vae,10568.843262707553
24033801702__24033801901,contrastive_vae,597.481076875003
24033801704__24033801706,contrastive_vae,-1838.6522394559925
24033801704__24033801707,contrastive_vae,2825.32166251779
24033801704__24033801708,contrastive_vae,3300.1027273041364
24033801704__24033801807,contrastive_vae,-835.5639392893718
24033801706__24033801708,contrastive_vae,10358.09036895756
24033801706__24033801801,contrastive_vae,-2063.558525187499
24033801706__24033801807,contrastive_vae,1822.2293085424399
24033801706__24033801808,contrastive_vae,-2406.2999724486217
24033801707__24033801708,contrastive_vae,1202.023016897383
24033801708__24033801907,contrastive_vae,835.1697229999991
24033801801__24033801802,contrastive_vae,-3274.3378203124994
24033801801__24033801907,contrastive_vae,7214.706796404607
24033801802__24033801804,contrastive_vae,-10841.046169875
24033801802__24033801805,contrastive_vae,103.83690987500086
24033801802__24033801808,contrastive_vae,2522.664360972045
24033801802__24033801907,contrastive_vae,-3058.729743750002
24033801802__24033801908,contrastive_vae,-1147.5300150575713
24033801804__24033801805,contrastive_vae,5039.872149374252
24033801804__24033801807,contrastive_vae,-781.0708154374997
24033801804__24033801808,contrastive_vae,259.91039712574457
24033801805__24033801807,contrastive_vae,-2189.441047051232
24033801805__24033801908,contrastive_vae,-8.072731569918687
24033801805__24033802405,contrastive_vae,2955.423240968714
24033801807__24033801808,contrastive_vae,-7904.562503167737
24033801807__24033802405,contrastive_vae,-495.16803224999967
24033801807__24033802501,contrastive_vae,653.3718855127481
24033801901__24033801904,contrastive_vae,-10469.8648068125
24033801901__24033801905,contrastive_vae,6039.921366467775
24033801901__24033801907,contrastive_vae,3181.2806306910643
24033801904__24033801905,contrastive_vae,7566.617848959169
24033801904__24033801906,contrastive_vae,515.4827676249988
24033801904__24033802201,contrastive_vae,47.31244695364103
24033801905__24033801906,contrastive_vae,818.1461334780142
24033801905__24033801907,contrastive_vae,-9787.46513365653
24033801905__24033802001,contrastive_vae,-4086.144064666143
24033801906__24033802001,contrastive_vae,155.47776043750127
24033801906__24033802104,contrastive_vae,-1872.754049402898
24033801906__24033802106,contrastive_vae,82.510664562501
24033801906__24033802107,contrastive_vae,233.8467941250001
24033801907__24033801908,contrastive_vae,-429.1311687010857
24033801907__24033802001,contrastive_vae,4218.3565635044615
24033801908__24033802405,contrastive_vae,1112.430371548282
24033802001__24033802002,contrastive_vae,4362.849295769705
24033802001__24033802107,contrastive_vae,-634.0141620809591
24033802001__24033802405,contrastive_vae,6181.9983505126875
24033802002__24033802103,contrastive_vae,-1544.8192192417846
24033802002__24033802107,contrastive_vae,-8638.736935368917
24033802002__24033802405,contrastive_vae,2727.4752503437976
24033802002__24033802406,contrastive_vae,3143.3536535828753
24033802103__24033802104,contrastive_vae,-1105.257222635133
24033802103__24033802106,contrastive_vae,-959.7034074374988
24033802103__24033802107,contrastive_vae,-1594.5879440359058
24033802103__24033802203,contrastive_vae,1420.912156753111
24033802103__24033802301,contrastive_vae,4864.310391549205
24033802103__24033802407,contrastive_vae,5262.571725874994
24033802104__24033802106,contrastive_vae,7790.7349234225385
24033802104__24033802201,contrastive_vae,1722.517886139627
24033802104__24033802203,contrastive_vae,-2145.753435348859
24033802106__24033802107,contrastive_vae,-11184.801662507452
24033802201__24033802203,contrastive_vae,3481.208201575704
24033802201__24033802204,contrastive_vae,794.116541833313
24033802201__24033803512,contrastive_vae,761.013993915396
24033802203__24033802204,contrastive_vae,6385.327948174898
24033802203__24033802301,contrastive_vae,-4687.697790103655
24033802204__24033802301,contrastive_vae,-1761.9703676847257
24033802204__24033802404,contrastive_vae,557.1916994238218
24033802204__24033802804,contrastive_vae,-4761.15511608238
24033802204__24033803512,contrastive_vae,3686.9880104169715
24033802204__24033803519,contrastive_vae,2864.9106422119658
24033802301__24033802404,contrastive_vae,-3547.4771472044777
24033802301__24033802407,contrastive_vae,618.6671774399638
24033802301__24033802803,contrastive_vae,-1139.9862658128623
24033802404__24033802803,contrastive_vae,3134.8632978944443
24033802405__24033802406,contrastive_vae,-14226.517566956549
24033802405__24033802408,contrastive_vae,-1772.4492434772046
24033802405__24033802501,contrastive_vae,12767.48277258841
24033802405__24033802502,contrastive_vae,1637.5624477874662
24033802406__24033802407,contrastive_vae,-1981.7190010631675
24033802407__24033802408,contrastive_vae,3967.438210793189
24033802407__24033802803,contrastive_vae,5779.564695685
24033802408__24033802502,contrastive_vae,1516.165676130383
24033802408__24033802600,contrastive_vae,-912.5963714374998
24033802408__24033802803,contrastive_vae,3227.224505321399
24033802501__24033802502,contrastive_vae,-1092.359827736227
24033802502__24033802600,contrastive_vae,343.7359359535549
24033802600__24033802803,contrastive_vae,-2355.1204380409717
24033802700__24033802803,contrastive_vae,9655.602551415072
24033802700__24033802901,contrastive_vae,2611.0998393195478
24033802803__24033802804,contrastive_vae,7378.842718095748
24033802803__24033802901,contrastive_vae,-1577.453430439702
24033802804__24033802805,contrastive_vae,-1632.5068027611633
24033802804__24033802901,contrastive_vae,589.0769267289706
24033802804__24033803519,contrastive_vae,-1282.9337403707323
24033802805__24033803002,contrastive_vae,-3840.029619659429
24033802805__24033803519,contrastive_vae,1992.8965957646324
24033802805__24033803524,contrastive_vae,3623.6480121450895
24033803001__24033803002,contrastive_vae,1527.000938825452
24033803001__24033803100,contrastive_vae,2646.8636336369927
24033803002__24033803300,contrastive_vae,2063.268074903438
24033803002__24033803524,contrastive_vae,2667.5374935772707
24033803100__24033803200,contrastive_vae,2882.001668593335
24033803100__24033803300,contrastive_vae,-7853.249309133422
24033803100__24033804200,contrastive_vae,3822.5699414071623
24033803100__24033804300,contrastive_vae,4727.478584628232
24033803200__24033803300,contrastive_vae,-14430.969012943358
24033803200__24033803509,contrastive_vae,5079.773198549061
24033803200__24033804101,contrastive_vae,12192.280414201334
24033803300__24033803401,contrastive_vae,2222.6085697866038
24033803300__24033803402,contrastive_vae,-5367.391315741088
24033803300__24033803509,contrastive_vae,-303.53085087952786
24033803401__24033803402,contrastive_vae,4.736064696762696
24033803401__24033803508,contrastive_vae,573.2611373921027
24033803402__24033803508,contrastive_vae,-544.1851329800429
24033803402__24033803524,contrastive_vae,-3869.3676744417635
24033803402__24033803525,contrastive_vae,-11543.241892059199
24033803508__24033803509,contrastive_vae,3264.8401282435225
24033803508__24033803521,contrastive_vae,2167.306617018905
24033803508__24033803525,contrastive_vae,6641.578227401813
24033803508__24033803601,contrastive_vae,1490.2482317932117
24033803508__24033803602,contrastive_vae,3063.396974248937
24033803509__24033803602,contrastive_vae,9135.222754670096
24033803509__24033803612,contrastive_vae,3062.666990058913
24033803509__24033803700,contrastive_vae,3397.9689100569594
24033803509__24033804101,contrastive_vae,1498.0303766259385
24033803509__24033804102,contrastive_vae,5950.726583012511
24033803512__24033803513,contrastive_vae,8807.565732262083
24033803512__24033803514,contrastive_vae,-1779.4123173360567
24033803512__24033803526,contrastive_vae,-2107.430890683004
24033803513__24033803514,contrastive_vae,6240.471385153331
24033803513__24033803526,contrastive_vae,-5374.5592441348135
24033803513__24033803527,contrastive_vae,6031.183434219623
24033803514__24033803519,contrastive_vae,-5389.599379348772
24033803514__24033803521,contrastive_vae,355.3534255295672
24033803514__24033803522,contrastive_vae,-1358.3457007307006
24033803514__24033803523,contrastive_vae,3831.1893257814936
24033803514__24033803525,contrastive_vae,2358.8609386053577
24033803514__24033803527,contrastive_vae,7580.225371995817
24033803516__24033803520,contrastive_vae,7172.9148122931365
24033803516__24033803608,contrastive_vae,14326.419695663353
24033803519__24033803524,contrastive_vae,-9209.463815295858
24033803519__24033803525,contrastive_vae,1708.065523621528
24033803520__24033803521,contrastive_vae,1335.3409195441272
24033803520__24033803523,contrastive_vae,506.7898787849299
24033803520__24033803601,contrastive_vae,-1140.4453730770638
24033803521__24033803523,contrastive_vae,8639.528727606858
24033803522__24033803523,contrastive_vae,-7236.198170696616
24033803522__24033803526,contrastive_vae,1957.8306382002702
24033803522__24033803527,contrastive_vae,-2206.6006284566283
24033803524__24033803525,contrastive_vae,-2216.1601285787983
24033803601__24033803602,contrastive_vae,7813.561598524073
24033803601__24033803608,contrastive_vae,8909.735704684688
24033803602__24033803608,contrastive_vae,11874.742037835182
24033803602__24033803612,contrastive_vae,16584.425610883693
24033803605__24033803606,contrastive_vae,9975.337950022076
24033803605__24033803610,contrastive_vae,18865.685015268282
24033803605__24033803612,contrastive_vae,3333.5666291900416
24033803605__24033803613,contrastive_vae,3738.6693870265917
24033803605__24033803803,contrastive_vae,2695.180322448665
24033803605__24033806602,contrastive_vae,-4621.453080392411
24033803605__24033806706,contrastive_vae,8647.270732870355
24033803606__24033803607,contrastive_vae,6546.5284344574375
24033803606__24033803608,contrastive_vae,6944.626770850853
24033803606__24033806710,contrastive_vae,5989.48190971202
24033803606__24033806711,contrastive_vae,6429.275131493705
24033803607__24033803608,contrastive_vae,-21300.198425717514
24033803608__24033803612,contrastive_vae,1353.7953609700007
24033803610__24033803612,contrastive_vae,2024.6475557697122
24033803610__24033803613,contrastive_vae,3552.5390164348228
24033803612__24033803613,contrastive_vae,-6335.01556659863
24033803612__24033803700,contrastive_vae,3657.657036622626
24033803612__24033803803,contrastive_vae,-3222.783278381396
24033803613__24033803803,contrastive_vae,10751.46939034283
24033803700__24033803801,contrastive_vae,-2676.207361875991
24033803700__24033803803,contrastive_vae,-3577.3922906741886
24033803801__24033803803,contrastive_vae,-10679.84533425841
24033803801__24033804001,contrastive_vae,10050.351410744071
24033803801__24033804102,contrastive_vae,12089.024508825642
24033803803__24033806601,contrastive_vae,4447.713404075992
24033803900__24033804001,contrastive_vae,-7066.324095979081
24033803900__24033804002,contrastive_vae,7377.468733634732
24033803900__24033806300,contrastive_vae,3963.8601925547346
24033803900__24033806501,contrastive_vae,1280.4026444974115
24033803900__24033806601,contrastive_vae,4315.477512560649
24033804001__24033804002,contrastive_vae,3135.074742369319
24033804001__24033804300,contrastive_vae,1537.2632956473972
24033804002__24033804300,contrastive_vae,9617.991771648798
24033804002__24033804400,contrastive_vae,11155.679973483591
24033804002__24033806300,contrastive_vae,766.4902085625581
24033804101__24033804102,contrastive_vae,11303.248012418306
24033804101__24033804200,contrastive_vae,16676.9754649694
24033804102__24033804200,contrastive_vae,3150.177485428081
24033804102__24033804300,contrastive_vae,1541.5068218168017
24033804200__24033804300,contrastive_vae,14583.334868837836
24033804300__24033804400,contrastive_vae,8263.124784151441
24033804400__24033804600,contrastive_vae,-4552.338185654122
24033804400__24033804700,contrastive_vae,4342.687245311694
24033804400__24033806300,contrastive_vae,1295.5473655640635
24033804600__24033804700,contrastive_vae,-4963.626439038224
24033804600__24033806200,contrastive_vae,-1990.549699922969
24033804600__24033806300,contrastive_vae,-336.39339653881143
24033804700__24033804801,contrastive_vae,-7059.665913509982
24033804801__24033804900,contrastive_vae,2760.7593993556948
24033804802__24033804900,contrastive_vae,1170.8563047380012
24033804802__24033805000,contrastive_vae,266.8517362499988
24033804802__24033806100,contrastive_vae,920.4133260620947
24033804900__24033805000,contrastive_vae,-412.4717573469752
24033805000__24033805101,contrastive_vae,1225.8255264836407
24033805000__24033805201,contrastive_vae,5135.645035953163
24033805000__24033805202,contrastive_vae,3767.8934216794078
24033805101__24033805202,contrastive_vae,373.5148509570281
24033805101__24033805802,contrastive_vae,-227.46642136067385
