link_id,observed_volume,count_id,match_distance_m,lon,lat,road_name,route_id,county
osm_17610097_18,5102.00000000,B010008,1.125,-78.94436616,39.63983428,Midlothian Rd,01000MD00736  01SS**************,Allegany
osm_50319301_8,16292.00000000,B020045,0.125,-76.48520194,38.97112705,Sixth St,02003MU02920  01SS**************,Anne Arundel
osm_11519151_6,1662.00000000,S2011020847,1.567,-76.42331320,39.02031906,Whitehall Rd,02000CO02504  01SS**************,Anne Arundel
osm_1382120852_2,5104.00000000,B1437,0.891,-75.87261311,38.69399824,Preston Rd,05000MD00318  01EE**************,Caroline
osm_108143803_1,6581.00000000,S2010020054,0.577,-76.71569876,39.09111618,Ramp 3 Fr Ramp 6 (fr Md32 Eb) To Md 175,02000RP00032  02NNMD6         03,Anne Arundel
osm_11548996_3,6740.00000000,S2007100040,1.030,-77.16867791,39.35701934,Ramp 3 Fr Ramp 6 (fr Is 70) To Md 27 Nb,10000RP00070  02EEIS68        03,Frederick
osm_126101174_2,12591.00000000,S2012030018,0.372,-76.49559704,39.26600609,Lynch Rd                                ,03000CO05600  01SS**************,Baltimore
osm_543408722_13,7982.00000000,B030010,1.695,-76.66076276,39.38515348,Pimlico Rd,03000CO01496  01NN**************,Baltimore
osm_17648756_34,2122.00000000,S2011090574,0.064,-76.07993216,38.55945215,Bayly Rd,09019MU00100  01SS**************,Dorchester
osm_5298614_2,10901.00000000,B030094,0.384,-76.54439985,39.40183557,Perring Pkwy,03000MD00041  01NN**************,Baltimore
osm_93791462_41,691.00000000,S2012011469,0.621,-78.94894463,39.63295415,Shaft Rd,01000CO00074  01SS**************,Allegany
osm_746480671_20,8234.00000000,S2006020046,1.334,-76.80055066,39.09464616,Ramp 3 Fr Md 198 Eb To Md 295 Nb,02000RP00295  02SSMD2         03,Anne Arundel
osm_1082996520_5,2220.00000000,S2007100026,9.270,-77.32554615,39.39404275,Ramp 7 Fr Is 70 Wb To Md 144fa,10000RP00070  02NNIS59        07,Frederick
osm_743824265_51,2025.00000000,S2014050127,0.417,-75.79313188,38.97568359,Boyce Mill Rd,05000CO00047  01WW**************,Caroline
osm_17600342_8,120.00000000,S2010010036,0.405,-78.73882131,39.66596593,Ramp 7 Fr Is 68 Wb To Md 952 Sb,01000RP00068  02WWIS45        07,Allegany
osm_131940186_11,562.00000000,B040010,0.739,-76.45440444,38.40996179,Pardoe Rd,04000MD00765Q 01NN**************,Calvert
osm_1040495971_3,88241.00000000,B1998,1.971,-77.39245712,39.35072094,Eisenhower Memorial Hwy,10000IS00270  01NN**************,Frederick
osm_695807706_1,35540.00000000,B1052,0.618,-76.52896704,39.38993899,Harford Rd,03000MD00147  01NN**************,Baltimore
osm_11505989_4,1281.00000000,S2012021519,1.093,-76.81792981,39.08990060,Chaptico South,02000CO00968  01SS**************,Anne Arundel
osm_544655168_3,6501.00000000,S2012030176,1.467,-76.63207554,39.41337410,Bellona Ave,03000CO01142  01NN**************,Baltimore
osm_11561014_6,6074.00000000,B1970,1.074,-77.46524533,39.26215723,Buckeystown Pike,10000MD00085  01NN**************,Frederick
osm_22850001_16,3000.00000000,S1998030179,0.170,-76.66593888,39.49647927,Ramp 1 Fr Ramp 10 (is83 Nb) To Shawan Rd,03000RP00083  02NNIS20        01,Baltimore
osm_59524883_18,3062.00000000,S2011020816,1.063,-76.50251386,39.11121676,Woods Rd,02000CO02009  01WW**************,Anne Arundel
osm_192250383_2,35331.00000000,B0961,0.970,-76.60504643,39.39095801,York Rd,03000MD00045  01NN**************,Baltimore
osm_93418766_1,17220.00000000,B0909,1.858,-76.67653582,39.24318941,Washington Blvd,03000US00001AL01NN**************,Baltimore
osm_80201480_3,6113.00000000,S2002030053,0.341,-76.48985276,39.33189392,Ramp 7 Fr Golden Ring Rd To Md 695 Sb,03000RP00695  02NNMD35        07,Baltimore
osm_49673317_9,143352.00000000,P0052,1.400,-76.63565148,39.42838847,Harrisburg Expwy,03000IS00083  01NN**************,Baltimore
osm_17609227_13,1210.00000000,B010052,0.332,-78.64761165,39.69906954,Pleasant Valley Rd,01000CO00481  01NN**************,Allegany
osm_50978565_2,10864.00000000,S2000020036,0.486,-76.63784447,39.06863080,Ramp 2 Fr Md 3 Wb To Md 997d Nb,02000RP00003  02NNMD7         02,Anne Arundel
osm_130622275_18,5171.00000000,B100049,0.829,-77.42347268,39.41753302,West 2nd St,10057MU09021  01SS**************,Frederick
osm_968199640_2,655.00000000,S2014050534,0.910,-75.87657737,38.76213873,Auction Rd,05000CO00459  01EE**************,Caroline
osm_17598835_3,2121.00000000,S2006010046,1.032,-78.82968218,39.63598315,Ramp 7 Fr Is 68 Wb To Md 658 Sb,01000RP00068  02NNIS40        07,Allegany
osm_89503461_1,17732.00000000,B1618,1.707,-75.83184472,39.60530769,Augustine Herman Hwy,07000MD00213  01NN**************,Cecil
osm_1200611084_21,1270.00000000,B1923,1.215,-77.59259304,39.40978368,Burkittsville Middletown Rd,10000MD00017  01NN**************,Frederick
osm_5318469_1,34.00000000,B030142,0.986,-76.38697073,39.32897092,Cloudy Cove Ct,03000CO06280  01WW**************,Baltimore
osm_17598753_23,6862.00000000,B010032,1.986,-78.75659027,39.64814004,Williams St #2,01041MU03852  01EE**************,Allegany
osm_409831843_2,2713.00000000,S2010030109,0.359,-76.49473801,39.38064484,Ramp 3 Fr Md 43 Eb To Us 1 Nb,03000RP00043  02NNMD1         03,Baltimore
osm_843429038_4,16141.00000000,S2012030210,1.471,-76.63682618,39.43750136,Timonium Rd,03000CO00798  01WW**************,Baltimore
osm_11519439_7,2180.00000000,B020026,2.530,-76.51348562,38.95225613,Harness Creek Rd,02000CO02880  01SS**************,Anne Arundel
osm_114751082_34,10261.00000000,B0749,0.958,-76.47852746,38.99478802,Balto Annapolis Blvd,02000MD00648A 01NN**************,Anne Arundel
osm_139816698_21,7532.00000000,B1734,0.990,-76.94606975,38.41134934,Budds Creek Rd,08000MD00234  01EE**************,Charles
osm_45672780_4,964.00000000,S2009030012,0.190,-76.51980342,39.29266398,Ramp 6 Fr Md 151 Eb To Md 150 Sb,03000RP00150  02SSMD1         06,Baltimore
osm_5300271_6,2131.00000000,S2012030054,0.630,-76.41832698,39.41392066,Winkler St,03000CO03965  01SS**************,Baltimore
osm_6004414_3,11232.00000000,B0668,0.124,-76.61222089,39.21821332,Church St,02000MD00171  01EE**************,Anne Arundel
osm_1016078857_2,7215.00000000,B040003,0.532,-76.45896440,38.34929475,Solomons Island Rd S,04000MD00765R 01NN**************,Calvert
osm_93130654_36,2200.00000000,B1576,0.805,-76.96771643,39.37000512,Springfield Ave,06000MD00851  01NN**************,Carroll
osm_546208503_9,22481.00000000,B030063,0.069,-76.56318039,39.39475033,Loch Raven Blvd,03000MD00542  01NN**************,Baltimore
osm_121986390_3,2140.00000000,S2010010018,0.689,-78.76090706,39.64965711,Ramp 8 Fr Harrison St To Is 68 Wb,01000RP00068  02WWIS43B       08,Allegany
osm_424995580_5,18070.00000000,S2012030140,0.886,-76.59108805,39.39452578,Hillen Rd                               ,03000CO01180  01EE**************,Baltimore
osm_11542612_2,1532.00000000,S2010100001,2.273,-77.41057532,39.43686145,Ramp 1 Fr Opossumtown Pike To Ramp 8,10000RP00015  02WWUS16        01,Frederick
osm_1162460049_1,33311.00000000,B1612,1.880,-75.83277497,39.60159229,Pulaski Hwy,07000US00040  01EE**************,Cecil
osm_54968052_8,2095.00000000,S2010030150,0.265,-76.77971486,39.41815043,Ramp 2 Fr Ramp 7 To Md 940 Nb,03000RP00140  02NNMD5         02,Baltimore
osm_35355960_5,16973.00000000,B0962,0.525,-76.60263320,39.39967447,York Rd,03000MD00045  01NN**************,Baltimore
osm_833851210_1,38271.00000000,B0905,1.957,-76.50117875,39.38154155,Belair Rd,03000US00001  01NN**************,Baltimore
osm_1388056378_2,24911.00000000,B1553,0.118,-76.99922330,39.59610708,Littlestown Pike,06000MD00097  01NN**************,Carroll
osm_128242284_71,891.00000000,B1000,0.498,-76.75452280,39.46157931,Park Heights Ave,03000MD00129  01NN**************,Baltimore
osm_373715912_1,12023.00000000,B010001,0.595,-78.77295724,39.62391149,Canal Pkwy,01000MD00061  01NN**************,Allegany
osm_30287370_3,9620.00000000,S2010020108,2.285,-76.64747805,39.15580220,Ramp 5 Fr Is 97 Sb To Md 100 Eb,02000RP00097  02SSIS14        05,Anne Arundel
osm_303656471_3,323.00000000,S2004020065,4.227,-76.43924122,39.02521151,Ramp 5 Fr Ramp 6 (fr Us50) To Md 908c,02000RP00050  02NNUS30        03,Anne Arundel
osm_17643397_5,3754.00000000,B1820,1.503,-75.86265335,38.63574372,Broad St,09000MD00307  01NN**************,Dorchester
osm_133431725_24,591.00000000,B1484,0.576,-75.74268522,38.69745296,Liberty Rd,05000MD00315  01EE**************,Caroline
osm_50977873_14,5410.00000000,S2010020039,1.770,-76.77505804,39.11010872,Ramp 2 Fr Canine Rd Wb To Md 32 Nb,02000RP00032  02WWMD10B       02,Anne Arundel
osm_176789709_15,9461.00000000,B1653,0.828,-75.84044908,39.61818722,Elkton Newark Rd,07000MD00279  01NN**************,Cecil
osm_444420133_5,453.00000000,S1999100023,0.969,-77.53216981,39.36016780,Ramp 8 Fr Lander Rd Sb To Us 340 Wb,10000RP00340  02SSUS8         08,Frederick
osm_53637877_10,7430.00000000,S2011030459,1.619,-76.74171464,39.30795378,Ramp 2 Fr Is 70 Wb To Is 695 Nb,03000RP00070  02WWIS91        02,Baltimore
osm_5300147_5,2302.00000000,S2017030309,0.520,-76.40531947,39.33808682,Bengies Rd,03000CO04156  01NN**************,Baltimore
osm_95935485_2,1561.00000000,S2012070518,3.059,-75.81587472,39.52384830,No Name,07000MD00537D 01NN**************,Cecil
osm_1040766040_1,63792.00000000,B0978,2.769,-76.67593522,39.58657968,Harrisburg Expwy,03000IS00083  01NN**************,Baltimore
osm_11501123_24,8064.00000000,S2000020042,3.682,-76.64545571,39.06271634,Ramp 3 Fr Md 32 Eb To Md 3 Nb,02000RP00003  02SSMD7         03,Anne Arundel
osm_17647104_301,2515.00000000,S2014090288,1.359,-76.04281640,38.55233152,Bucktown Rd,09000CO00168  01SS**************,Dorchester
osm_182742695_10,7391.00000000,S1999030084,1.532,-76.73499713,39.38495513,Ramp 8 Fr Md 140 Sb To Is 695 Wb,03000RP00695  02SSIS20        08,Baltimore
osm_77315553_8,1743.00000000,S2010020076,1.582,-76.60095983,39.19286751,Ramp 3 Fr Md 710 Eb To Md 10 Nb,02000RP00010  02EEMD6         03,Anne Arundel
osm_17626886_2,1515.00000000,S2014070538,1.125,-75.91804461,39.42599299,Glebe Rd,07000CO00295  01SS**************,Cecil
osm_131941619_5,12920.00000000,B1523,0.528,-77.00828711,39.58557868,New Windsor Rd,06000MD00031  01EE**************,Carroll
osm_501511500_3,1710.00000000,S2013030558,0.556,-76.82576679,39.38647969,Winands Rd,03000CO02200  01WW**************,Baltimore
osm_11507928_2,4382.00000000,S2011020809,1.437,-76.81310559,39.09721193,Greensboro South                        ,02000CO00991  01SS**************,Anne Arundel
osm_425027262_3,14074.00000000,S2002020101,2.966,-76.72035453,39.15993116,Ramp 6 Fr Md 100 Eb To Md 713 Sb,02000RP00100  02SSMD10        06,Anne Arundel
osm_361092166_23,4685.00000000,S1997080007,1.032,-76.79890969,38.54985270,Gallant Green Rd,08000CO00073  01NN**************,Charles
osm_5281443_19,5871.00000000,S1999030048,0.005,-76.74442031,39.35102348,Ramp 2 Fr Md 26 Wb To Is 695 Nb,03000RP00695  02NNIS18        02,Baltimore
osm_546208500_11,4282.00000000,S2017030281,0.341,-76.56816421,39.39582218,Pleasant Plains Rd,03000CO03373  01NN**************,Baltimore
osm_335308267_11,112090.00000000,B020010,1.820,-76.72664545,39.16749437,No Name,02000MD00100  01EE**************,Anne Arundel
osm_628655583_2,14812.00000000,B1340,0.386,-76.60594994,38.66203283,Solomons Island Rd,04000MD00002  01NN**************,Calvert
osm_1487355535_1,18791.00000000,B1511,1.034,-76.98415659,39.58143510,Manchester Rd,06000MD00027  01NN**************,Carroll
osm_198324188_27,13061.00000000,B1005,0.901,-76.68667521,39.42415531,Greenspring Valley Rd,03000MD00130  01EE**************,Baltimore
osm_48878360_29,17971.00000000,B0579,0.492,-78.58766516,39.70681674,National Freeway,01000IS00068  01EE**************,Allegany
osm_30287330_7,9040.00000000,S2000020153,1.408,-76.64870812,39.15558722,Ramp 8 Fr Ramp 5 To Ramp 1 (to Md100 Wb),02000RP00097  02WWIS14        08,Anne Arundel
osm_11506718_6,2472.00000000,S2011020784,1.789,-76.69006593,38.99330494,Tarrytown Ave                           ,02000CO02682  01NN**************,Anne Arundel
osm_271237605_1,34932.00000000,B1307,0.818,-76.58540115,38.53500706,Solomons Island Rd,04000MD00002  01NN**************,Calvert
osm_50321108_2,3733.00000000,S2004020084,0.927,-76.54842577,38.97930568,Ramp 2 Fr Ramp 7 (fr Md 665) To Riva Rd,02000RP00665  02NNMD1         02,Anne Arundel
osm_633517756_8,10103.00000000,B020053,1.970,-76.67122189,38.90795762,Central Ave,02000MD00214  01EE**************,Anne Arundel
osm_17636988_33,1910.00000000,S2011110305,0.612,-79.36854729,39.56200310,Sang Run Rd,11000CO00054  01WW**************,Garrett
osm_22776648_8,3440.00000000,S2010030130,0.978,-76.64607877,39.45404775,Ramp 6 Fr Padonia Rd Eb To Is 83 Sb,03000RP00083  02SSIS17        06,Baltimore
osm_1054317665_15,7575.00000000,S2010030022,0.696,-76.57551808,39.41446107,Providence Rd,03000CO03334  01SS**************,Baltimore
osm_991387193_2,36180.00000000,B2797,0.262,-77.07505928,39.05014109,Connecticut Ave,15000MD00185  01NN**************,Montgomery
osm_17603266_12,1435.00000000,B1450,1.158,-75.94432847,38.91723914,Hillsboro Rd,05000MD00404AL01EE**************,Caroline
osm_1415918457_1,6161.00000000,B2537,0.239,-76.88731233,39.31788915,Old Frederick Rd,13000MD00099  01EE**************,Howard
osm_839411455_9,15990.00000000,B2324,3.698,-76.39764753,39.57583491,East West Hwy,12000MD00023  01WW**************,Harford
osm_1068542370_1,53102.00000000,B0610,5.235,-76.54756293,39.07962275,Gov Ritchie Hwy,02000MD00002  01NN**************,Anne Arundel
osm_1068192041_1,52440.00000000,B2796,0.530,-77.07519576,39.03106888,Connecticut Ave,15000MD00185  01NN**************,Montgomery
osm_1132461033_2,80471.00000000,B2960,3.892,-76.97762451,39.01560462,New Hampshire Ave,15000MD00650  01NN**************,Montgomery
osm_6088744_1,232.00000000,S2010160074,1.079,-76.82462524,38.81284751,Ramp 5 Fr Md 223 Sb To Ramp 4 (to Md 4),16000RP00004  02EEMD6         05,Prince George's
osm_753794388_6,1340.00000000,B220028,1.084,-75.59351170,38.35379237,Roger St,22133MU02450  01SS**************,Wicomico
osm_5255469_6,12883.00000000,S2000130038,0.707,-76.83291685,39.16135535,Ramp 6 Fr Md 32 Eb To Is 95 Sb,13000RP00095  02SSIS38        06,Howard
osm_39262911_1,643.00000000,S2010210039,12.395,-78.01582684,39.62872104,Ramp 7 Fr Ramp 2 (fr Is 70) To Md 56 Sb,21000RP00070  02WWIS12        07,Washington
osm_674252085_3,3572.00000000,S2011120668,1.689,-76.33342346,39.51796215,E Ring Factory Rd,12000CO01649  01NN**************,Harford
osm_17703026_38,4791.00000000,S2011230589,1.210,-75.11742692,38.34151044,Keyser Point Rd,23000CO00195  01NN**************,Worcester
osm_5270779_7,5932.00000000,S2017130244,0.067,-76.85458261,39.14034124,Skylark Blvd,13000CO03000  01WW**************,Howard
osm_17629242_6,2315.00000000,B110010,9.347,-79.41294741,39.41241798,Liberty St                              ,11113MU00260  01NN**************,Garrett
osm_341673657_3,4550.00000000,S1999030055,0.810,-76.74747715,39.35009599,Ramp 8 Fr Is 695 Sb To Md 26 Wb,03000RP00695  02SSIS18        08,Baltimore
osm_415150731_1,16982.00000000,B4206,0.307,-75.54690486,38.06374145,Ocean Hwy,23000US00013  01NN**************,Worcester
osm_6009732_3,801.00000000,S2012240466,0.039,-76.68673597,39.32377043,Oakfield Ave,24999MU06137  01EE**************,Baltimore City
osm_1501235458_3,1361.00000000,S2006130079,0.293,-76.89009609,39.15849320,Ramp 7 Fr Johns Hopkins Rd To Us 29 Sb,13000RP00029  02SSUS15        07,Howard
osm_17635809_42,3515.00000000,B2107,1.078,-79.36983920,39.58707811,Friendsville Rd,11000MD00042  01NN**************,Garrett
osm_130576304_3,23072.00000000,B2768,2.150,-77.28228297,39.16420634,Germantown Rd,15000MD00118  01NN**************,Montgomery
osm_17654588_3,2545.00000000,B3545,1.419,-75.86121782,39.19493078,Millington Rd,17000MD00313  01NN**************,Queen Anne's
osm_114364175_17,67911.00000000,B2507,2.616,-76.91398736,39.13580641,Columbia Pike,13000US00029  01NN**************,Howard
osm_177083275_35,2243.00000000,S2002120027,0.524,-76.36643603,39.55346114,Ramp 4 Fr Us 1 Nb To Md 924 Eb,12000RP00001  02NNUS6         04,Harford
osm_11561139_15,514.00000000,B210043,1.497,-77.70448238,39.48145468,S Main St,21000MD00845A 01NN**************,Washington
osm_159744571_8,3260.00000000,S1998130115,1.538,-76.81845397,39.27631099,Ramp 3 Fr Us 40 Eb To Us 29 Nb,13000RP00029  02SSUS24        03,Howard
osm_695890231_3,24932.00000000,B3223,0.013,-76.72749925,38.90001612,Central Ave,16000MD00214  01EE**************,Prince George's
osm_522032304_5,13352.00000000,S2011020826,1.086,-76.58990521,39.12303281,Jumpers Hole Rd,02000CO04505  01NN**************,Anne Arundel
osm_501241291_12,34352.00000000,B240079,0.120,-76.68591269,39.35165988,W Northern Pkwy,24999MU01022  01NN**************,Baltimore City
osm_290714721_10,4802.00000000,B160109,0.098,-76.94546970,38.94812338,Crittenden St,16082MU00091  01WW**************,Prince George's
osm_209074982_6,3831.00000000,S2000150143,3.031,-77.12000667,39.01650449,Ramp 8 Fr Md 187 Sb To Is 495 Wb,15000RP00495  02SSIS36        08,Montgomery
osm_977966770_1,8690.00000000,S2000220034,1.563,-75.60159077,38.35929099,Waverly Dr,22133MU02910  01NN**************,Wicomico
osm_5978351_26,9391.00000000,B150115,1.124,-77.14892073,39.18517560,Fieldcrest Rd,15000CO05076  01EE**************,Montgomery
osm_6128113_8,4002.00000000,B160013,0.064,-76.92426584,38.86519932,Quarter Ave,16000CO00309  01NN**************,Prince George's
osm_425112955_5,17661.00000000,B2552,1.479,-76.81087242,39.22401477,Old Annapolis Rd,13000MD00108  01EE**************,Howard
osm_978020782_2,9590.00000000,S2011120704,0.776,-76.37097997,39.55770308,Red Pump Rd,12000CO00224  01SS**************,Harford
osm_696063638_1,633.00000000,S2010160150,98.093,-76.86082595,38.83068979,Ramp 2 Fr A. Afb To Old Marlboro Pike,16000RP00119  02NNGV6         02,Prince George's
osm_48842081_9,543.00000000,S2010110015,2.103,-79.25177526,39.69257286,Ramp 8 Fr Us 40 Sb To Is 68 Wb,11000RP00068  02SSIS14        08,Garrett
osm_17710122_21,5380.00000000,P0083,2.777,-75.30684132,38.39651316,Whaleyville Rd,23000MD00610  01EE**************,Worcester
osm_6008261_11,1171.00000000,S2012240249,0.129,-76.56872935,39.32404877,Chesterfield Ave,24999MU02515  01NN**************,Baltimore City
osm_699114443_1,5162.00000000,S2010160075,7.814,-76.82500649,38.81240913,Ramp 6 Fr Md 4 Eb To Md 223 Sb,16000RP00004  02SSMD6         06,Prince George's
osm_1479114463_2,8571.00000000,S2012161110,2.970,-76.92886339,38.87346413,Benning Rd,16000CO00377  01NN**************,Prince George's
osm_11553005_3,310.00000000,S2010210047,3.294,-77.92477211,39.65317308,Ramp 7 Fr Ramp 2 (fr Is 70) To Md 68 Sb,21000RP00070  02WWIS18        07,Washington
osm_17650616_4,1692.00000000,B2675,0.290,-75.75880302,39.25780802,Cypress Rd,14000MD00291  01EE**************,Kent
osm_152376477_2,29710.00000000,S2011130719,2.696,-76.81976507,39.19775606,Dobbin Rd,13000CO01317  01NN**************,Howard
osm_11542940_3,2262.00000000,S2010100006,0.502,-77.42864552,39.42520117,Ramp 1 Fr Rosemont Ave To Ramp 8,10000RP00015  02SSUS14        01,Frederick
osm_5264846_4,940.00000000,S1998130110,1.512,-76.82579559,39.29871096,Ramp 8 Fr Us 29 Sb To Is 70 Wb,13000RP00070  02SSIS87        08,Howard
osm_695997821_16,13831.00000000,S2012161061,0.253,-76.92782790,38.79670995,Temple Hill Rd,16000CO00123  01NN**************,Prince George's
osm_17663437_29,795.00000000,B3639,0.360,-76.75960112,38.23339007,Colton Point Rd,18000MD00242  01NN**************,St. Mary's
osm_392964637_2,1801.00000000,S2006240045,0.201,-76.66488217,39.34004160,Pimlico Rd,24999MU02190  01NN**************,Baltimore City
osm_455284427_2,109325.00000000,B240072,5.408,-76.53274832,39.31348764,Fort Mchenry Tunnel,24000IS00095  01NN**************,Baltimore City
osm_187901630_4,1612.00000000,S2011230171,3.584,-75.16942562,38.37983893,Ramp 6 Fr Md 90 Eb To Md 589 Sb,23000RP00090  02WWMD5         06,Worcester
osm_5266548_5,8303.00000000,S2000130037,0.796,-76.83115899,39.15844699,Ramp 5 Fr Is 95 Sb To Md 32 Eb,13000RP00095  02WWIS38        05,Howard
osm_932293512_4,3421.00000000,S2012150651,0.067,-76.91035484,39.10623936,Riding Stable Rd                        ,15000CO00090  01NN**************,Montgomery
osm_824966485_4,2572.00000000,S2017120338,0.527,-76.37203474,39.55935711,Forest Valley Dr,12000CO01028  01WW**************,Harford
osm_86355051_78,12511.00000000,S2012161186,0.241,-76.89838399,38.76581216,Old Branch Ave,16000CO03675  01NN**************,Prince George's
osm_82995153_9,6891.00000000,S2012161202,2.130,-76.77294510,38.97432728,High Bridge Rd,16000CO05068  01SS**************,Prince George's
osm_17671972_9,1552.00000000,S2011120689,1.190,-76.35029219,39.53192260,Archer St                               ,12007MU00020  01SS**************,Harford
osm_11555541_7,6951.00000000,B100072,0.588,-77.42631916,39.43338965,Military Rd,10057MU00990  01SS**************,Frederick
osm_178251773_13,5041.00000000,S2004030027,0.106,-76.52968078,39.38683607,Ramp 4 Fr Md 147 Nb To Is 695 Eb,03000RP00695  02NNIS31        04,Baltimore
osm_797450960_2,370.00000000,S2013230318,0.522,-75.14198423,38.33788207,No Name,23000US00050WB01NN**************,Worcester
osm_92165460_29,8221.00000000,S2012240108,0.643,-76.54881548,39.46807580,Dulaney Valley Rd,24999MU04540  01SS**************,Baltimore City
osm_17626695_23,6235.00000000,B070010,2.180,-75.86044885,39.42784656,Augustine Herman Hwy,07000MD00213  01NN**************,Cecil
osm_463888882_3,6792.00000000,B020093,0.445,-76.70133229,39.15707877,Harmans Rd,02000CO00928  01NN**************,Anne Arundel
osm_338532840_10,7752.00000000,B1319,0.053,-76.59838919,38.58821662,Plum Point Rd,04000MD00263  01EE**************,Calvert
osm_114504882_21,3512.00000000,B2623,2.070,-75.94924792,39.25662153,River Rd,14000MD00291  01EE**************,Kent
osm_442587754_1,7425.00000000,B2382,0.851,-76.47408439,39.54248425,Baldwin Mill Rd,12000MD00165  01NN**************,Harford
osm_17643711_10,375.00000000,S2014090545,1.158,-76.10932415,38.35887868,Robbins Rd,09000CO00498  01SS**************,Dorchester
osm_876025703_4,3191.00000000,S2006130076,0.206,-76.88797729,39.15690855,Ramp 4 Fr Us 29 Nb To Johns Hopkins Rd,13000RP00029  02NNUS15        04,Howard
osm_11512730_7,3821.00000000,B020088,1.265,-76.63057171,39.07183235,Generals Hwy,02000MD00178A 01NN**************,Anne Arundel
osm_11502158_7,7710.00000000,S2000020107,0.592,-76.64188356,39.16539815,Ramp 4 Fr Is 97 Nb To Md 176 Eb,02000RP00097  02NNIS15        04,Anne Arundel
osm_695877092_3,43200.00000000,B3229,1.713,-76.88829186,38.76686613,Piscataway Rd,16000MD00223  01NN**************,Prince George's
osm_460113155_1,10301.00000000,S2012150979,2.544,-77.14864376,39.08509178,E Middle La,15130MU03356  01EE**************,Montgomery
osm_6013949_1,3450.00000000,S2013240278,0.057,-76.60715920,39.31212770,Homewood Ave,24999MU01591  01NN**************,Baltimore City
osm_696234425_2,35201.00000000,B150074,0.425,-76.95624809,39.05975944,Cherry Hill Rd,15000CO04359  01SS**************,Montgomery
osm_23059070_8,6154.00000000,S2010130050,0.376,-76.81716844,39.24554984,Ramp 5 Fr Md 100j Sb To Md 100 Eb,13000RP00100  02EEMD1A        05,Howard
osm_11513416_4,2882.00000000,S2011020820,0.299,-76.54621736,39.07914880,Arundel Beach Rd,02000CO02321  01EE**************,Anne Arundel
osm_243659272_4,5981.00000000,S2012030033,0.762,-76.51897668,39.32924789,Chesaco Ave,03000CO04417  01SS**************,Baltimore
osm_454980237_3,1421.00000000,S2000150116,0.353,-77.18070622,38.97361343,Ramp 3 Fr Ramp 6 (fr C B Pkwy) To Is 495,15000RP00495  02EEIS41        03,Montgomery
osm_169267023_11,32281.00000000,P0070,0.690,-78.73472045,39.66847787,National Freeway,01000IS00068  01EE**************,Allegany
osm_632988922_3,3604.00000000,B3540,4.948,-76.01701761,38.98272816,Starr Rd,17000MD00309  01NN**************,Queen Anne's
osm_858055981_1,128520.00000000,B2510,2.116,-76.83026128,39.24617165,Columbia Pike,13000US00029  01NN**************,Howard
osm_1341043272_1,2832.00000000,S2017120347,4.202,-76.13144944,39.56772846,Bulle Rock Pkwy,12000OP01788  01SS**************,Harford
osm_109938171_14,4951.00000000,B3743,0.421,-75.76390652,38.04443196,Crisfield Hwy,19000MD00413  01NN**************,Somerset
osm_5257976_3,13090.00000000,S2008130028,1.823,-76.84411899,39.22927027,Ramp 8 Fr Us 29 Sb To Md 175 Wb,13000RP00029  02SSUS20        08,Howard
osm_17668986_12,211.00000000,B3638,0.540,-76.79251245,38.28037442,Bushwood Wharf Rd,18000MD00239  01EE**************,St. Mary's
osm_17689361_14,1640.00000000,S2009230005,1.699,-75.21518477,38.34151639,Ramp 5 Fr Us 113 Sb To Us 50 Eb,23000RP00050  02SSUS134       05,Worcester
osm_469104500_3,26870.00000000,B3268,3.236,-76.99540073,38.80261862,Oxon Hill Rd,16000MD00414  01EE**************,Prince George's
osm_460113902_2,5061.00000000,S2012150977,0.509,-77.15288573,39.08374949,S Washington St,15130MU03150  01NN**************,Montgomery
osm_947732346_4,7351.00000000,S2012240504,2.396,-76.61648624,39.27467127,W Ostend St,24999MU01651  01WW**************,Baltimore City
osm_5968807_3,3690.00000000,B2815,0.605,-77.32698546,39.07754511,River Rd,15000MD00190  01EE**************,Montgomery
osm_1038135249_27,1002.00000000,B1716,4.057,-77.23239092,38.52802707,Chicamuxen Rd,08000MD00224  01NN**************,Charles
osm_451557766_1,26400.00000000,B0935,1.104,-76.80345513,39.37104360,Liberty Rd,03000MD00026  01EE**************,Baltimore
osm_712286023_1,9962.00000000,B130071,1.715,-76.82276838,39.25670733,St Johns La,13000MD00103  01NN**************,Howard
osm_913182110_10,3810.00000000,S2013120358,0.185,-76.39031266,39.53272307,Vale Rd,12000CO00254  01SS**************,Harford
osm_11514903_53,1602.00000000,S2011020885,2.040,-76.48747880,39.14483789,Colony Rd,02000CO01802  01NN**************,Anne Arundel
osm_48840319_85,1115.00000000,B2150,0.972,-78.94187234,39.72167306,Finzel Rd,11000MD00546  01NN**************,Garrett
osm_939354719_9,9912.00000000,B160018,1.655,-76.98028096,38.68944251,Livingston Rd,16000CO01202  01NN**************,Prince George's
osm_120487126_8,62501.00000000,B0950,2.328,-76.48365756,39.33550998,Pulaski Hwy,03000US00040  01EE**************,Baltimore
osm_5965828_7,104.00000000,B150121,0.345,-77.30748745,39.26683694,Little Bennett Dr,15000CO07560  01WW**************,Montgomery
osm_222928110_22,14001.00000000,B2709,0.088,-77.28488787,39.10524980,Darnestown Rd,15000MD00028  01EE**************,Montgomery
