column_a,column_b,kind_a,kind_b,real_unique_pairs,synthetic_unique_pairs,cross_marginal_overlap,total_variation_distance
numdrivers,j1_workplace_loc,numeric,categorical,37,32,0.90027434,0.09972566
numvehicle,jobs_count,numeric,numeric,43,36,0.90039246,0.09960754
subway_station_board,make,categorical,categorical,560,315,0.90046128,0.09953872
d_activity,gender,categorical,categorical,36,36,0.90049489,0.09950511
o_activity,license,categorical,categorical,36,36,0.90061398,0.09938602
subway_station_exit,make,categorical,categorical,566,294,0.90064173,0.09935827
numvehicle_transponder,school_tpb_taz,numeric,categorical,1931,1985,0.90070675,0.09929325
numdrivers,tdate_dow,numeric,categorical,38,35,0.90072260,0.09927740
travelers_nonhh,numworkers,categorical,numeric,50,32,0.90073051,0.09926949
park_pay,numvehicle,categorical,numeric,19,15,0.90076089,0.09923911
d_activity,walk_bike_loop_trips,categorical,numeric,116,87,0.90085875,0.09914125
make,walk_bike_loop_trips,categorical,numeric,232,191,0.90092733,0.09907267
numdrivers,j1_benefits_walking_biking,numeric,categorical,24,20,0.90094288,0.09905712
numdisabilities,numvehicle,numeric,numeric,31,25,0.90104540,0.09895460
numdrivers,jobs_count,numeric,numeric,34,29,0.90112886,0.09887114
make,j1_benefits_free_parking,categorical,categorical,167,143,0.90118192,0.09881808
d_activity,race_ethnicity,categorical,categorical,106,104,0.90119951,0.09880049
numworkers,gender,numeric,categorical,18,14,0.90121403,0.09878597
d_activity,j1_benefits_parking,categorical,categorical,54,54,0.90123172,0.09876828
numvehicle,tdate_dow,numeric,categorical,45,40,0.90128292,0.09871708
numdrivers,volunteer_status,numeric,categorical,17,14,0.90140122,0.09859878
d_activity,j1_benefits_carpool,categorical,categorical,54,53,0.90146245,0.09853755
numworkers,service_delivered,numeric,categorical,16,13,0.90146700,0.09853300
numvehicle,j1_benefits_free_parking,numeric,categorical,30,25,0.90152326,0.09847674
make,j1_benefits_carpool,categorical,categorical,155,128,0.90153855,0.09846145
subway_egress_mode,numvehicle,categorical,numeric,42,35,0.90155122,0.09844878
numdrivers,td_shop_time,numeric,numeric,44,28,0.90163190,0.09836810
numdrivers,race_ethnicity_hispanic,numeric,categorical,17,14,0.90165841,0.09834159
transit_access_mode,numvehicle,categorical,numeric,50,38,0.90171980,0.09828020
make,race_ethnicity,categorical,categorical,269,227,0.90174669,0.09825331
subway_pay,numvehicle,categorical,numeric,57,32,0.90174925,0.09825075
numdrivers,school_freq,numeric,categorical,62,53,0.90175325,0.09824675
numvehicle,race_ethnicity_hispanic,numeric,categorical,20,17,0.90203678,0.09796322
subway_access_mode,numvehicle,categorical,numeric,42,34,0.90212060,0.09787940
hov_used,numvehicle,categorical,numeric,17,15,0.90214655,0.09785345
transit_egress_mode,numvehicle,categorical,numeric,49,39,0.90228416,0.09771584
fueltype,home_ownership,categorical,categorical,22,20,0.90233390,0.09766610
subway_used,numvehicle,categorical,numeric,18,16,0.90234127,0.09765873
numvehicle,gender,numeric,categorical,21,17,0.90254554,0.09745446
toll_road_used,numdrivers,categorical,numeric,15,12,0.90265569,0.09734431
j1_commute_mode,school_tpb_taz,categorical,categorical,1433,1250,0.90274968,0.09725032
numvehicle,package_delivered,numeric,categorical,20,17,0.90277019,0.09722981
numdrivers,school_mode,numeric,categorical,71,64,0.90280558,0.09719442
numvehicle,smartphone,numeric,categorical,20,17,0.90280816,0.09719184
tolltransponder,numvehicle,categorical,numeric,29,25,0.90297140,0.09702860
make,school_freq,categorical,categorical,293,276,0.90306783,0.09693217
d_activity,transit_access_mode,categorical,categorical,100,82,0.90312514,0.09687486
d_activity,transit_egress_mode,categorical,categorical,95,79,0.90318947,0.09681053
make,j1_benefits_bicycle_parking,categorical,categorical,162,135,0.90324289,0.09675711
employment_status,j1_telecommute,categorical,categorical,12,24,0.90327495,0.09672505
numvehicle,j1_benefits_transit,numeric,categorical,29,24,0.90329289,0.09670711
tolltransponder,numworkers,categorical,numeric,25,19,0.90333420,0.09666580
numvehicle,j1_benefits_none,numeric,categorical,30,25,0.90335617,0.09664383
numvehicle,j1_telecommute,numeric,categorical,30,25,0.90343060,0.09656940
park_pay,numdrivers,categorical,numeric,15,13,0.90344624,0.09655376
vehicle_occupancy,numworkers,numeric,numeric,49,36,0.90351976,0.09648024
make,school_type,categorical,categorical,343,322,0.90352454,0.09647546
d_activity,subway_station_exit,categorical,categorical,737,517,0.90360972,0.09639028
d_activity,school_freq,categorical,categorical,153,144,0.90387004,0.09612996
make,j1_workplace_loc,categorical,categorical,232,203,0.90395151,0.09604849
numvehicle,volunteer_status,numeric,categorical,20,17,0.90396078,0.09603922
employment_status,j1_benefits_parking,categorical,categorical,12,22,0.90402616,0.09597384
employment_status,j1_benefits_none,categorical,categorical,12,24,0.90405135,0.09594865
numdrivers,numdisabilities,numeric,numeric,26,20,0.90406201,0.09593799
home_ownership,walk_bike_loop_trips,categorical,numeric,20,17,0.90408474,0.09591526
numworkers,food_delivered,numeric,categorical,15,14,0.90408619,0.09591381
d_activity,travelers_nonhh,categorical,categorical,118,101,0.90412798,0.09587202
make,j1_benefits_parking,categorical,categorical,161,135,0.90427389,0.09572611
numdrivers,school_type,numeric,categorical,66,60,0.90438382,0.09561618
d_activity,student_status,categorical,categorical,36,35,0.90444621,0.09555379
travelers_hh,walk_bike_loop_trips,numeric,numeric,35,28,0.90447844,0.09552156
d_activity,j1_benefits_walking_biking,categorical,categorical,54,53,0.90451823,0.09548177
subway_station_exit,employment_status,categorical,categorical,358,275,0.90453916,0.09546084
d_activity,subway_station_board,categorical,categorical,800,520,0.90457514,0.09542486
d_activity,jobs_count,categorical,numeric,96,76,0.90460841,0.09539159
subway_station_board,employment_status,categorical,categorical,345,257,0.90465648,0.09534352
make,j1_benefits_none,categorical,categorical,164,140,0.90503858,0.09496142
d_activity,j1_workplace_loc,categorical,categorical,89,87,0.90507603,0.09492397
d_activity,school_type,categorical,categorical,173,167,0.90509816,0.09490184
numworkers,package_delivered,numeric,categorical,16,14,0.90515711,0.09484289
make,j1_benefits_walking_biking,categorical,categorical,150,124,0.90517855,0.09482145
subway_egress_mode,make,categorical,categorical,173,115,0.90519500,0.09480500
d_activity,school_mode,categorical,categorical,189,174,0.90521507,0.09478493
hov_used,numdrivers,categorical,numeric,14,12,0.90535128,0.09464872
transit_egress_mode,employment_status,categorical,categorical,39,35,0.90535864,0.09464136
transit_access_mode,employment_status,categorical,categorical,42,35,0.90538570,0.09461430
numworkers,td_shop_time,numeric,numeric,43,28,0.90543274,0.09456726
make,package_delivered,categorical,categorical,114,99,0.90551363,0.09448637
d_activity,j1_telecommute_days,categorical,numeric,106,100,0.90572027,0.09427973
d_activity,service_delivered,categorical,categorical,36,36,0.90583046,0.09416954
bodytype,employment_status,categorical,categorical,52,49,0.90595536,0.09404464
subway_access_mode,make,categorical,categorical,171,120,0.90595842,0.09404158
home_ownership,numvehicle_transponder,categorical,numeric,20,18,0.90599762,0.09400238
subway_pay,make,categorical,categorical,152,98,0.90611342,0.09388658
make,j1_telecommute,categorical,categorical,167,140,0.90617469,0.09382531
d_activity,tdate_dow,categorical,categorical,90,90,0.90627307,0.09372693
d_activity,package_delivered,categorical,categorical,36,36,0.90632282,0.09367718
home_ownership,race_ethnicity,categorical,categorical,18,18,0.90633383,0.09366617
numdrivers,j1_telecommute,numeric,categorical,26,21,0.90634991,0.09365009
make,school_mode,categorical,categorical,318,296,0.90636280,0.09363720
subway_used,make,categorical,categorical,101,78,0.90643787,0.09356213
employment_status,j1_telecommute_days,categorical,numeric,17,29,0.90651320,0.09348680
employment_status,walk_bike_loop_trips,categorical,numeric,48,39,0.90658703,0.09341297
employment_status,j1_benefits_ev_charging,categorical,categorical,12,21,0.90659424,0.09340576
numdrivers,smartphone,numeric,categorical,18,14,0.90668733,0.09331267
make,jobs_count,categorical,numeric,212,165,0.90676532,0.09323468
numdrivers,student_status,numeric,categorical,18,14,0.90687474,0.09312526
tolltransponder,numdrivers,categorical,numeric,26,21,0.90710445,0.09289555
numdrivers,license,numeric,categorical,16,14,0.90743237,0.09256763
d_activity,j1_benefits_none,categorical,categorical,54,54,0.90754722,0.09245278
employment_status,j1_benefits_walking_biking,categorical,categorical,12,21,0.90756650,0.09243350
numdrivers,package_delivered,numeric,categorical,17,14,0.90757096,0.09242904
d_activity,smartphone,categorical,categorical,36,35,0.90758790,0.09241210
employment_status,j1_benefits_carpool,categorical,categorical,11,21,0.90772884,0.09227116
numdrivers,j1_benefits_none,numeric,categorical,24,21,0.90776067,0.09223933
employment_status,j1_workplace_loc,categorical,categorical,14,36,0.90784794,0.09215206
make,student_status,categorical,categorical,115,95,0.90787353,0.09212647
d_activity,subway_egress_mode,categorical,categorical,85,69,0.90793431,0.09206569
numworkers,school_mode,numeric,categorical,64,62,0.90794664,0.09205336
home_ownership,service_delivered,categorical,categorical,6,6,0.90804917,0.09195083
travelers_hh,school_freq,numeric,categorical,52,46,0.90806334,0.09193666
d_activity,bodytype,categorical,categorical,125,107,0.90825116,0.09174884
numworkers,school_freq,numeric,categorical,57,51,0.90828202,0.09171798
travelers_hh,j1_commute_mode,numeric,categorical,55,46,0.90856525,0.09143475
make,j1_telecommute_days,categorical,numeric,232,202,0.90856678,0.09143322
numworkers,race_ethnicity_hispanic,numeric,categorical,16,14,0.90856988,0.09143012
d_activity,disability,categorical,categorical,36,36,0.90859359,0.09140641
d_activity,subway_pay,categorical,categorical,119,67,0.90870191,0.09129809
d_activity,j1_telecommute,categorical,categorical,54,54,0.90872769,0.09127231
park_loc,j1_commute_mode,categorical,categorical,45,45,0.90879082,0.09120918
d_activity,subway_access_mode,categorical,categorical,87,67,0.90883091,0.09116909
numworkers,license,numeric,categorical,16,13,0.90890168,0.09109832
travelers_hh,fueltype,numeric,categorical,37,34,0.90897085,0.09102915
subway_egress_mode,employment_status,categorical,categorical,35,35,0.90903907,0.09096093
make,tdate_dow,categorical,categorical,261,223,0.90911109,0.09088891
d_activity,subway_used,categorical,categorical,36,35,0.90919072,0.09080928
make,gender,categorical,categorical,119,99,0.90921335,0.09078665
travelers_nonhh,make,categorical,categorical,216,173,0.90938469,0.09061531
subway_access_mode,employment_status,categorical,categorical,36,32,0.90953903,0.09046097
home_ownership,j1_commute_mode,categorical,categorical,26,26,0.90955652,0.09044348
numworkers,school_type,numeric,categorical,58,54,0.90959078,0.09040922
d_activity,food_delivered,categorical,categorical,36,36,0.90976561,0.09023439
numworkers,disability,numeric,categorical,15,12,0.90978787,0.09021213
d_activity,volunteer_status,categorical,categorical,36,36,0.90979721,0.09020279
subway_pay,employment_status,categorical,categorical,43,34,0.90979923,0.09020077
race_ethnicity,school_tpb_taz,categorical,categorical,1820,2172,0.91009469,0.08990531
subway_used,employment_status,categorical,categorical,15,16,0.91029107,0.08970893
park_loc,numvehicle_transponder,categorical,numeric,38,32,0.91047383,0.08952617
d_activity,td_shop_time,categorical,numeric,114,77,0.91058130,0.08941870
gender,employment_status,categorical,categorical,16,16,0.91062500,0.08937500
make,service_delivered,categorical,categorical,108,91,0.91067929,0.08932071
numworkers,tdate_dow,numeric,categorical,35,32,0.91069767,0.08930233
toll_road_used,numworkers,categorical,numeric,15,12,0.91099746,0.08900254
travelers_hh,vehicle_occupancy,numeric,numeric,37,39,0.91101037,0.08898963
home_ownership,j1_benefits_ev_charging,categorical,categorical,9,9,0.91103802,0.08896198
park_pay,numworkers,categorical,numeric,16,12,0.91107246,0.08892754
numworkers,student_status,numeric,categorical,18,13,0.91115256,0.08884744
travelers_hh,j1_telecommute_days,numeric,numeric,36,29,0.91115934,0.08884066
home_ownership,j1_telecommute_days,categorical,numeric,17,17,0.91117059,0.08882941
travelers_hh,school_mode,numeric,categorical,67,58,0.91132690,0.08867310
travelers_hh,school_type,numeric,categorical,64,51,0.91145947,0.08854053
employment_status,jobs_count,categorical,numeric,16,21,0.91153788,0.08846212
d_activity,numdisabilities,categorical,numeric,68,53,0.91154950,0.08845050
school_type,school_tpb_taz,categorical,categorical,1536,2100,0.91169252,0.08830748
home_ownership,j1_benefits_bicycle_parking,categorical,categorical,9,9,0.91184388,0.08815612
travelers_hh,disability,numeric,categorical,13,11,0.91193737,0.08806263
travel_mode,school_tpb_taz,categorical,categorical,2313,2125,0.91224977,0.08775023
park_loc,fueltype,categorical,categorical,38,35,0.91225046,0.08774954
travel_mode,home_ownership,categorical,categorical,37,34,0.91229013,0.08770987
travelers_hh,package_delivered,numeric,categorical,15,12,0.91229066,0.08770934
make,disability,categorical,categorical,103,81,0.91258044,0.08741956
travelers_hh,service_delivered,numeric,categorical,13,11,0.91267355,0.08732645
travelers_hh,j1_benefits_ev_charging,numeric,categorical,21,17,0.91274461,0.08725539
home_ownership,smartphone,categorical,categorical,6,6,0.91276008,0.08723992
travelers_hh,student_status,numeric,categorical,16,12,0.91292731,0.08707269
home_ownership,j1_benefits_parking,categorical,categorical,9,9,0.91293040,0.08706960
travelers_hh,j1_benefits_carpool,numeric,categorical,21,17,0.91296140,0.08703860
travelers_hh,j1_benefits_parking,numeric,categorical,21,16,0.91327893,0.08672107
travelers_nonhh,home_ownership,categorical,categorical,28,17,0.91352718,0.08647282
subway_station_exit,home_ownership,categorical,categorical,235,182,0.91356069,0.08643931
travelers_hh,food_delivered,numeric,categorical,13,11,0.91356419,0.08643581
travelers_hh,travelers_nonhh,numeric,categorical,43,31,0.91359589,0.08640411
travelers_hh,race_ethnicity,numeric,categorical,38,33,0.91361595,0.08638405
make,food_delivered,categorical,categorical,105,86,0.91372612,0.08627388
travelers_hh,j1_benefits_bicycle_parking,numeric,categorical,23,17,0.91374732,0.08625268
home_ownership,j1_benefits_carpool,categorical,categorical,9,9,0.91376957,0.08623043
subway_station_board,home_ownership,categorical,categorical,226,175,0.91378290,0.08621710
travelers_hh,numvehicle_transponder,numeric,numeric,39,32,0.91379542,0.08620458
d_activity,license,categorical,categorical,36,36,0.91381899,0.08618101
numworkers,volunteer_status,numeric,categorical,17,13,0.91383144,0.08616856
tolltransponder,employment_status,categorical,categorical,24,24,0.91384544,0.08615456
travelers_hh,numdisabilities,numeric,numeric,24,16,0.91400882,0.08599118
numworkers,numdisabilities,numeric,numeric,26,18,0.91406099,0.08593901
park_loc,home_ownership,categorical,categorical,15,15,0.91409639,0.08590361
travel_mode,j1_commute_mode,categorical,categorical,102,99,0.91415399,0.08584601
travelers_hh,j1_benefits_walking_biking,numeric,categorical,21,16,0.91415756,0.08584244
d_activity,race_ethnicity_hispanic,categorical,categorical,36,36,0.91416432,0.08583568
travelers_hh,home_ownership,numeric,categorical,20,17,0.91425669,0.08574331
make,smartphone,categorical,categorical,116,92,0.91435882,0.08564118
park_pay,make,categorical,categorical,109,87,0.91439758,0.08560242
make,license,categorical,categorical,108,94,0.91439959,0.08560041
make,td_shop_time,categorical,numeric,201,155,0.91442027,0.08557973
hov_used,numworkers,categorical,numeric,15,12,0.91444142,0.08555858
travel_mode,numvehicle_transponder,categorical,numeric,69,59,0.91444705,0.08555295
d_activity,tolltransponder,categorical,categorical,54,54,0.91447341,0.08552659
travelers_nonhh,employment_status,categorical,categorical,56,46,0.91448491,0.08551509
travelers_hh,subway_station_board,numeric,categorical,226,177,0.91464988,0.08535012
home_ownership,disability,categorical,categorical,6,6,0.91465184,0.08534816
travelers_hh,subway_station_exit,numeric,categorical,236,190,0.91466904,0.08533096
travelers_hh,td_shop_time,numeric,numeric,36,24,0.91470070,0.08529930
d_activity,toll_road_used,categorical,categorical,35,35,0.91480954,0.08519046
park_loc,bodytype,categorical,categorical,42,35,0.91481881,0.08518119
student_status,school_tpb_taz,categorical,categorical,1088,1053,0.91491440,0.08508560
travelers_hh,jobs_count,numeric,numeric,35,24,0.91503070,0.08496930
travelers_hh,hov_used,numeric,categorical,13,11,0.91514849,0.08485151
toll_road_used,make,categorical,categorical,107,87,0.91515227,0.08484773
travelers_hh,bodytype,numeric,categorical,39,34,0.91519486,0.08480514
numworkers,smartphone,numeric,categorical,17,13,0.91532949,0.08467051
make,numdisabilities,categorical,numeric,142,111,0.91535234,0.08464766
travel_mode,j1_benefits_free_parking,categorical,categorical,41,35,0.91543695,0.08456305
fueltype,j1_commute_mode,categorical,categorical,54,52,0.91544915,0.08455085
travelers_hh,j1_workplace_loc,numeric,categorical,33,27,0.91546891,0.08453109
make,race_ethnicity_hispanic,categorical,categorical,105,89,0.91548370,0.08451630
travelers_hh,park_pay,numeric,categorical,14,11,0.91556021,0.08443979
d_activity,park_pay,categorical,categorical,36,36,0.91560197,0.08439803
travelers_hh,j1_telecommute,numeric,categorical,24,18,0.91562608,0.08437392
travelers_hh,j1_benefits_free_parking,numeric,categorical,23,18,0.91565381,0.08434619
travelers_hh,j1_benefits_none,numeric,categorical,22,17,0.91568899,0.08431101
travelers_hh,j1_benefits_transit,numeric,categorical,23,18,0.91571694,0.08428306
numvehicle_transponder,j1_commute_mode,numeric,categorical,51,48,0.91579186,0.08420814
travelers_hh,gender,numeric,categorical,16,12,0.91580290,0.08419710
d_activity,hov_used,categorical,categorical,35,34,0.91589433,0.08410567
transit_access_mode,travelers_hh,categorical,numeric,29,24,0.91591670,0.08408330
travelers_hh,toll_road_used,numeric,categorical,14,11,0.91594057,0.08405943
travelers_hh,subway_egress_mode,numeric,categorical,27,22,0.91603091,0.08396909
travelers_hh,subway_access_mode,numeric,categorical,24,20,0.91604546,0.08395454
travelers_hh,subway_pay,numeric,categorical,34,20,0.91616470,0.08383530
transit_egress_mode,travelers_hh,categorical,numeric,32,24,0.91620979,0.08379021
travelers_hh,subway_used,numeric,categorical,13,11,0.91632733,0.08367267
make,volunteer_status,categorical,categorical,116,97,0.91633938,0.08366062
travelers_hh,race_ethnicity_hispanic,numeric,categorical,14,12,0.91640509,0.08359491
numvehicle_transponder,walk_bike_loop_trips,numeric,numeric,39,32,0.91642339,0.08357661
travelers_hh,tdate_dow,numeric,categorical,35,30,0.91645771,0.08354229
subway_egress_mode,home_ownership,categorical,categorical,17,16,0.91655593,0.08344407
hov_used,make,categorical,categorical,91,77,0.91661129,0.08338871
travelers_hh,tolltransponder,numeric,categorical,21,18,0.91680218,0.08319782
vehicle_occupancy,j1_commute_mode,numeric,categorical,62,53,0.91683955,0.08316045
school_tpb_taz,school_mode,categorical,categorical,1943,2572,0.91692058,0.08307942
travelers_hh,license,numeric,categorical,16,12,0.91692605,0.08307395
travelers_hh,smartphone,numeric,categorical,16,12,0.91692605,0.08307395
travelers_hh,volunteer_status,numeric,categorical,15,12,0.91692605,0.08307395
home_ownership,food_delivered,categorical,categorical,6,6,0.91698066,0.08301934
subway_pay,home_ownership,categorical,categorical,28,15,0.91711954,0.08288046
park_loc,school_tpb_taz,categorical,categorical,3019,2364,0.91714564,0.08285436
subway_access_mode,home_ownership,categorical,categorical,17,16,0.91734063,0.08265937
transit_egress_mode,home_ownership,categorical,categorical,20,18,0.91738217,0.08261783
fueltype,numvehicle_transponder,categorical,numeric,44,39,0.91740171,0.08259829
transit_access_mode,home_ownership,categorical,categorical,20,18,0.91741809,0.08258191
bodytype,home_ownership,categorical,categorical,24,20,0.91743420,0.08256580
subway_used,home_ownership,categorical,categorical,6,6,0.91744527,0.08255473
race_ethnicity,j1_commute_mode,categorical,categorical,52,52,0.91753872,0.08246128
home_ownership,jobs_count,categorical,numeric,16,15,0.91758206,0.08241794
fueltype,school_tpb_taz,categorical,categorical,1910,1604,0.91762739,0.08237261
j1_benefits_transit,school_tpb_taz,categorical,categorical,1315,1151,0.91770417,0.08229583
travel_mode,jobs_count,categorical,numeric,58,47,0.91813471,0.08186529
service_delivered,employment_status,categorical,categorical,16,16,0.91846064,0.08153936
travel_mode,race_ethnicity,categorical,categorical,73,68,0.91846478,0.08153522
package_delivered,employment_status,categorical,categorical,16,16,0.91848718,0.08151282
home_ownership,j1_benefits_transit,categorical,categorical,9,9,0.91860519,0.08139481
food_delivered,employment_status,categorical,categorical,15,16,0.91885740,0.08114260
travel_mode,j1_benefits_ev_charging,categorical,categorical,38,35,0.91924438,0.08075562
home_ownership,j1_benefits_walking_biking,categorical,categorical,9,9,0.91927171,0.08072829
home_ownership,td_shop_time,categorical,numeric,22,15,0.91944798,0.08055202
tdate_dow,employment_status,categorical,categorical,40,40,0.91961685,0.08038315
park_loc,tolltransponder,categorical,categorical,15,15,0.91987593,0.08012407
home_ownership,numdisabilities,categorical,numeric,13,10,0.92016668,0.07983332
toll_road_used,home_ownership,categorical,categorical,6,6,0.92033626,0.07966374
numvehicle_transponder,race_ethnicity,numeric,categorical,40,36,0.92033896,0.07966104
numvehicle_transponder,j1_benefits_bicycle_parking,numeric,categorical,22,19,0.92046402,0.07953598
home_ownership,school_freq,categorical,categorical,27,26,0.92068966,0.07931034
school_tpb_taz,walk_bike_loop_trips,categorical,numeric,1246,1032,0.92073694,0.07926306
park_pay,home_ownership,categorical,categorical,6,6,0.92076116,0.07923884
employment_status,school_mode,categorical,categorical,60,73,0.92088329,0.07911671
employment_status,school_freq,categorical,categorical,57,62,0.92101175,0.07898825
home_ownership,j1_workplace_loc,categorical,categorical,15,15,0.92130889,0.07869111
numvehicle_transponder,j1_telecommute_days,numeric,numeric,37,35,0.92143814,0.07856186
numvehicle_transponder,j1_benefits_ev_charging,numeric,categorical,21,19,0.92147682,0.07852318
vehicle_occupancy,fueltype,numeric,categorical,51,39,0.92151022,0.07848978
park_loc,j1_benefits_free_parking,categorical,categorical,15,15,0.92175351,0.07824649
smartphone,employment_status,categorical,categorical,16,16,0.92183577,0.07816423
home_ownership,school_type,categorical,categorical,30,30,0.92199237,0.07800763
employment_status,td_shop_time,categorical,numeric,45,36,0.92215682,0.07784318
j1_benefits_bicycle_parking,school_tpb_taz,categorical,categorical,1312,1143,0.92217713,0.07782287
vehicle_occupancy,home_ownership,numeric,categorical,25,20,0.92220266,0.07779734
home_ownership,race_ethnicity_hispanic,categorical,categorical,6,6,0.92233883,0.07766117
race_ethnicity_hispanic,employment_status,categorical,categorical,16,16,0.92237080,0.07762920
travel_mode,j1_workplace_loc,categorical,categorical,63,57,0.92254337,0.07745663
travel_mode,j1_benefits_carpool,categorical,categorical,39,35,0.92259481,0.07740519
home_ownership,school_mode,categorical,categorical,33,31,0.92264475,0.07735525
vehicle_occupancy,employment_status,numeric,categorical,58,51,0.92265179,0.07734821
park_loc,student_status,categorical,categorical,10,10,0.92266536,0.07733464
numvehicle_transponder,j1_benefits_transit,numeric,categorical,22,18,0.92271371,0.07728629
j1_commute_mode,walk_bike_loop_trips,categorical,numeric,54,47,0.92303512,0.07696488
gender,school_tpb_taz,categorical,categorical,1629,1495,0.92309898,0.07690102
hov_used,home_ownership,categorical,categorical,6,6,0.92311100,0.07688900
park_loc,j1_benefits_transit,categorical,categorical,15,15,0.92327395,0.07672605
numvehicle_transponder,service_delivered,numeric,categorical,14,13,0.92335584,0.07664416
travel_mode,j1_benefits_bicycle_parking,categorical,categorical,40,35,0.92371164,0.07628836
numvehicle_transponder,j1_benefits_parking,numeric,categorical,22,18,0.92372845,0.07627155
home_ownership,volunteer_status,categorical,categorical,6,6,0.92375637,0.07624363
travel_mode,fueltype,categorical,categorical,50,52,0.92378975,0.07621025
park_loc,school_freq,categorical,categorical,44,45,0.92391836,0.07608164
numvehicle_transponder,jobs_count,numeric,numeric,34,27,0.92405387,0.07594613
j1_commute_mode,j1_benefits_free_parking,categorical,categorical,21,27,0.92451853,0.07548147
home_ownership,gender,categorical,categorical,6,6,0.92457669,0.07542331
school_tpb_taz,school_freq,categorical,categorical,1442,1478,0.92459647,0.07540353
home_ownership,tdate_dow,categorical,categorical,15,15,0.92468245,0.07531755
tdate_dow,school_tpb_taz,categorical,categorical,2253,2728,0.92469649,0.07530351
employment_status,school_type,categorical,categorical,52,70,0.92476028,0.07523972
numvehicle_transponder,j1_benefits_carpool,numeric,categorical,22,18,0.92508475,0.07491525
subway_station_board,numvehicle_transponder,categorical,numeric,335,258,0.92516612,0.07483388
subway_station_exit,numvehicle_transponder,categorical,numeric,340,263,0.92522180,0.07477820
park_loc,school_type,categorical,categorical,50,50,0.92528023,0.07471977
tolltransponder,home_ownership,categorical,categorical,9,9,0.92534349,0.07465651
home_ownership,package_delivered,categorical,categorical,6,6,0.92534349,0.07465651
home_ownership,license,categorical,categorical,6,6,0.92534349,0.07465651
home_ownership,j1_telecommute,categorical,categorical,9,9,0.92534349,0.07465651
home_ownership,j1_benefits_free_parking,categorical,categorical,9,9,0.92534349,0.07465651
home_ownership,j1_benefits_none,categorical,categorical,9,9,0.92534349,0.07465651
home_ownership,student_status,categorical,categorical,6,6,0.92534349,0.07465651
vehicle_occupancy,numvehicle_transponder,numeric,numeric,52,38,0.92566195,0.07433805
park_pay,employment_status,categorical,categorical,16,15,0.92601174,0.07398826
employment_status,volunteer_status,categorical,categorical,16,16,0.92610954,0.07389046
fueltype,race_ethnicity,categorical,categorical,39,39,0.92611957,0.07388043
toll_road_used,employment_status,categorical,categorical,16,15,0.92613455,0.07386545
park_loc,j1_benefits_ev_charging,categorical,categorical,15,15,0.92623812,0.07376188
travel_mode,gender,categorical,categorical,28,24,0.92624513,0.07375487
park_loc,j1_benefits_bicycle_parking,categorical,categorical,15,15,0.92624756,0.07375244
travel_mode,j1_benefits_parking,categorical,categorical,39,34,0.92633986,0.07366014
travelers_nonhh,numvehicle_transponder,categorical,numeric,50,32,0.92662164,0.07337836
service_delivered,j1_commute_mode,categorical,categorical,18,18,0.92685517,0.07314483
park_loc,j1_benefits_carpool,categorical,categorical,15,15,0.92694263,0.07305737
tolltransponder,numvehicle_transponder,categorical,numeric,19,18,0.92702014,0.07297986
numvehicle_transponder,gender,numeric,categorical,16,13,0.92718451,0.07281549
subway_station_exit,school_tpb_taz,categorical,categorical,1500,1114,0.92724606,0.07275394
subway_station_board,school_tpb_taz,categorical,categorical,1492,1105,0.92725276,0.07274724
disability,employment_status,categorical,categorical,16,16,0.92729427,0.07270573
travelers_nonhh,vehicle_occupancy,categorical,numeric,45,37,0.92753242,0.07246758
park_loc,j1_workplace_loc,categorical,categorical,25,25,0.92761350,0.07238650
j1_commute_mode,j1_benefits_ev_charging,categorical,categorical,19,27,0.92768203,0.07231797
j1_benefits_parking,school_tpb_taz,categorical,categorical,1303,1143,0.92773571,0.07226429
park_loc,j1_benefits_parking,categorical,categorical,15,15,0.92783893,0.07216107
numvehicle_transponder,food_delivered,numeric,categorical,14,12,0.92793992,0.07206008
bodytype,school_tpb_taz,categorical,categorical,2399,2295,0.92794374,0.07205626
travel_mode,package_delivered,categorical,categorical,27,24,0.92800454,0.07199546
travel_mode,walk_bike_loop_trips,categorical,numeric,71,54,0.92818968,0.07181032
numvehicle_transponder,j1_workplace_loc,numeric,categorical,33,30,0.92851341,0.07148659
j1_workplace_loc,j1_commute_mode,categorical,categorical,21,45,0.92851921,0.07148079
subway_egress_mode,numvehicle_transponder,categorical,numeric,31,28,0.92858647,0.07141353
bodytype,numvehicle_transponder,categorical,numeric,49,41,0.92872069,0.07127931
smartphone,j1_commute_mode,categorical,categorical,18,18,0.92872476,0.07127524
subway_pay,numvehicle_transponder,categorical,numeric,44,24,0.92876205,0.07123795
vehicle_occupancy,school_tpb_taz,numeric,categorical,1563,1257,0.92878261,0.07121739
park_loc,j1_benefits_walking_biking,categorical,categorical,15,15,0.92893566,0.07106434
subway_access_mode,numvehicle_transponder,categorical,numeric,31,26,0.92898004,0.07101996
park_loc,school_mode,categorical,categorical,55,55,0.92919480,0.07080520
j1_benefits_free_parking,school_tpb_taz,categorical,categorical,1344,1173,0.92926569,0.07073431
subway_used,numvehicle_transponder,categorical,numeric,13,12,0.92936897,0.07063103
numvehicle_transponder,td_shop_time,numeric,numeric,42,28,0.92943870,0.07056130
race_ethnicity,walk_bike_loop_trips,categorical,numeric,36,32,0.92944212,0.07055788
